name,latitude,longitude,district,neighborhood,district_id,neighborhood_id,bakery_type,is_chain,brand_name,street,house_number,postal_code,opening_hours,website,data_source,source_ids
Schnell,52.4484776,13.3628457,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,Mo-Fr 07:00-19:00; Sa 07:00-15:00,,OSM,node/3600707483
Coffee Back Time,52.5039373,13.3313509,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/3602855063
Backwerk,52.5036243,13.331227,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,BackWerk,,,,,,OSM,node/3610726359
Manstein Bäckerei,52.4930241,13.3667934,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Mansteinstraße,1,10783,,,OSM,node/3632387404
Steinecke,52.4386516,13.3442516,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,chain,True,Steinecke,Leonorenstraße,73,12247,"Mo-Fr 06:30-18:00; Sa,Su 07:00-16:00",,OSM,node/3633912245
Wiedemann,52.4359217,13.3447062,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,artisanal,False,,,,,Mo-Fr 06:30-18:00; Sa 06:30-14:00; Su 08:00-12:00,https://baecker-wiedemann.de/,OSM,node/3633921030
endorphina,52.4859986,13.4482936,Neukölln,Neukölln,neukölln,neukölln,chain,True,endorphina Backkunst GmbH,Elsenstraße,52,12059,Mo-Su 08:00-18:30,,OSM,node/3634281294
Steinecke,52.4962071,13.3427318,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Steinecke,Motzstraße,54,10777,Mo-Fr 06:30-18:00; Sa 07:00-13:00; Su 07:00-12:00,,OSM,node/3666631693
Kleine Backstube,52.5002226,13.3408679,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Ansbacher Straße,36,10789,Mo-Fr 06:00-13:00,,OSM,node/3669516501
Bio Company Backshop,52.4904997,13.3131212,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Fehrbelliner Platz,5,10707,"Mo-Fr 07:00-18:00, Sa 7:00-17:00",,OSM,node/3680339902
Le Crobag,52.5463412,13.3588898,Mitte,Wedding,mitte,wedding,chain,True,Le Crobag,,,,"Mo-Fr 04:00-20:00; Sa,Su,PH 04:00-18:00",https://www.lecrobag.de/,OSM,node/3683023909
Schnell,52.5642574,13.5059033,Lichtenberg,Neu-Hohenschönhausen,lichtenberg,neu-hohenschönhausen,artisanal,False,,Prerower Platz,1,13051,Mo-Sa 08:00-20:00,,OSM,node/3685587135
Steinecke,52.4863787,13.4465901,Neukölln,Neukölln,neukölln,neukölln,chain,True,Steinecke,Wildenbruchstraße,23,,Mo-Fr 06:00-18:00; Sa 06:00-13:00; Su 07:00-12:00,,OSM,node/3689369663
Wulff,52.51207,13.3101484,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Bismarckstraße,30,10625,Mo-Fr 06:30-16:00; Sa 07:30-13:00; Su 08:30-13:00,,OSM,node/3714148712
Wieslau,52.4955776,13.2967778,Charlottenburg-Wilmersdorf,Halensee,charlottenburg-wilmersdorf,halensee,artisanal,False,,Westfälische Straße,62,10709,Mo-Fr 07:00-17:00; Sa 07:30-16:00; Su 08:00-16:00,,OSM,node/3719977813
Le Crobag,52.5406148,13.4389006,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Le Crobag,Greifswalder Straße,81,10405,"Mo-Fr 04:00-20:00; PH,Sa,Su 06:00-20:00",,OSM,node/3741382987
Zenkar Food,52.5595407,13.37721,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Drontheimer Straße,16,13359,,,OSM,node/3757314996
Stern Bäckerei,52.5473154,13.3509802,Mitte,Wedding,mitte,wedding,artisanal,False,,Brüsseler Straße,44,13353,"Mo-Fr 05:30-18:00; Sa 05:30-16:00; Su,PH 07:00-16:00",,OSM,node/3760539861
Lindner Backkunst Hausverkauf,52.5685412,13.3770133,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,Hausotterstraße,45,13409,Fr 06:00-08:00,https://www.lindner-esskultur.de,OSM,node/3781019179
Bäcker Wiedemann,52.4576266,13.3201313,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,Schloßstraße,34-36,12163,Mo-Sa 10:00-19:00,https://baecker-wiedemann.de/filialen/steglitz-zehlendorf-das-schloss,OSM,node/3781966616
Steinecke,52.5086674,13.3773754,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,Potsdamer Platz,9,10117,Mo-Fr 06:00-18:00; Sa 07:00-13:00,,OSM,node/3785214531
Leon's Backshop,52.4623839,13.5148349,Treptow-Köpenick,Oberschöneweide,treptow-köpenick,oberschöneweide,artisanal,False,,Wilhelminenhofstraße,17,12459,Mo-Fr 04:15-16:00; Sa 05:15-15:00; Su 06:00-16:00,,OSM,node/3789159663
Bäckerei Pera,52.485179,13.3745533,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Dudenstraße,76,10965,"Mo-Fr 06:00-18:00; Sa, Su 06:00-15:00",,OSM,node/3800674721
Steinecke,52.4595813,13.5799833,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,chain,True,Steinecke,,,,Mo-Fr 06:00-18:00; Sa 07:00-12:00,,OSM,node/3803786799
Back Shop Marrakesch,52.498783,13.3517609,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Motzstraße,5,10777,,,OSM,node/3826013958
Hofpfisterei,52.4982698,13.3538358,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Hofpfisterei,Nollendorfstraße,8,10777,Mo-Fr 08:00-18:00; Sa 08:00-16:00; Su off,,OSM,node/3826014007
La Posha,52.5011313,13.3437237,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Bayreuther Straße,36,10789,,,OSM,node/3826778476
Maître vite,52.5028967,13.3658439,Mitte,Tiergarten,mitte,tiergarten,artisanal,False,,,,,Mo-Fr 07:00-18:00; Sa 08:00-15:00; Su 08:00-14:00,http://www.maitrevite.com/shop_content.php?coID=772,OSM,node/3834273064
Czerr,52.4851908,13.3453429,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Konditorei Czerr GmbH & Co. KG,Martin-Luther-Straße,101,10825,Mo-Fr 06:30-18:00; Sa 06:00-15:00; Su 07:30-16:00,,OSM,node/3853848971
Art Sucré,52.5327635,13.333386,Mitte,Moabit,mitte,moabit,chain,True,Nina Junghans,Siemensstraße,14,10551,"""Keine Ladenöffnungszeiten mehr. Per Mail oder Telefon zur Abholung bestellen.""",https://www.art-sucre.biz/,OSM,node/3857441407
Backwerk,52.4931744,13.4608458,Treptow-Köpenick,Alt-Treptow,treptow-köpenick,alt-treptow,chain,True,BackWerk,Elsenstraße,2,12435,"Mo-Fr 05:30-19:00; Sa,Su 09:00-18:00",,OSM,node/3866668285
Back & Snack,52.4711461,13.3345439,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,,,,,,OSM,node/3874734457
Café & Bäckerei,52.5203932,13.4770081,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,,,,"Sa,Su 07:00-18:00; Mo-Fr 06:00-18:00",,OSM,node/3880266376
Backfee,52.4642961,13.516328,Treptow-Köpenick,Oberschöneweide,treptow-köpenick,oberschöneweide,artisanal,False,,Parsevalstraße,1,12459,Mo-Fr 06:00-18:00; Sa 06:00-17:00; Su 06:00-18:00; PH 06:00-16:00,,OSM,node/3906239786
Backshop,52.5124511,13.4518063,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Grünberger Straße,30,10245,Mo-Fr 07:00-19:00; Su 07:30-18:00; Sa 07:30-19:00,,OSM,node/3907120184
Steinecke,52.4618539,13.5035681,Treptow-Köpenick,Niederschöneweide,treptow-köpenick,niederschöneweide,chain,True,Steinecke,,,,Mo-Sa 07:00-20:00,,OSM,node/3908213246
Ditsch,52.4694154,13.4431133,Neukölln,Neukölln,neukölln,neukölln,chain,True,Ditsch,,,,Mo-Fr 03:00-20:00; Sa 09:00-17:00; Su 09:00-15:00,,OSM,node/3909480849
BackBaron,52.4622665,13.4454025,Neukölln,Britz,neukölln,britz,artisanal,False,,Buschkrugallee,,12359,,,OSM,node/3911551665
Cafeteria & Backshop,52.5255564,13.3402793,Mitte,Moabit,mitte,moabit,chain,True,Özel,Alt-Moabit,84b,10555,"Mo-Fr 04:00-20:00; Sa,Su 06:00-20:00",,OSM,node/3925316787
Taudien Handwerksbäcker,52.5323273,13.3966989,Mitte,Mitte,mitte,mitte,artisanal,False,,Invalidenstraße,156,10115,"Mo,Tu,Fr,Sa 07:30-18:30; Su 07:30-17:00; PH,We,Th off",,OSM,node/3937667735
Rauch,52.528746,13.4644959,Lichtenberg,Fennpfuhl,lichtenberg,fennpfuhl,artisanal,False,,Karl-Lade-Straße,32,10369,Sa 06:30-11:30; Su 07:30-11:30; Tu-Fr 06:30-17:00,,OSM,node/3949934781
,52.4417465,13.4548008,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,,,OSM,node/3955524161
SK Backstube,52.4420328,13.4560939,Neukölln,Buckow,neukölln,buckow,artisanal,False,,,,,,,OSM,node/3955524162
Schnell,52.543946,13.5485189,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,artisanal,False,,,,,Mo-Sa 07:00-22:00,,OSM,node/3957099325
Bäckerei Nurten Emiroglu,52.4599168,13.3645597,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Eythstraße,32,12105,,,OSM,node/3959782326
Dahlmann Back,52.5023514,13.3036634,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/3964984208
Steinecke,52.5406619,13.4388273,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Steinecke,Greifswalder Straße,81,10405,"Mo-Fr 06:00-19:00; Sa,Su 07:00-19:00",,OSM,node/3993517457
Bäckerei Harmonie,52.4687963,13.3280477,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,Bundesallee,85,12161,Mo-Fr 06:00-18:30; Sa 07:00-16:30,,OSM,node/4029485971
Sönmez Baklava,52.5005892,13.4214102,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Oranienstraße,186,10999,,,OSM,node/4034138648
Padişah Baklava,52.4999104,13.4172953,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/4035165239
Glück Bäckerei,52.5585979,13.3791879,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Koloniestraße,25,13359,,,OSM,node/4061948095
Şen Bäckerei,52.5593682,13.3791039,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/4061948101
Bäckerei Spezial,52.5604918,13.3684875,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,Residenzstraße,71,13409,,,OSM,node/4075351186
Steinecke,52.527159,13.478698,Lichtenberg,Fennpfuhl,lichtenberg,fennpfuhl,chain,True,Steinecke,,,,Mo-Fr 07:30-18:00; Sa 07:30-13:00,,OSM,node/4081730093
Conditorei Gerch,52.4412271,13.6873365,Treptow-Köpenick,Rahnsdorf,treptow-köpenick,rahnsdorf,artisanal,False,,,,,"Tu-Su,PH 09:00-18:00",,OSM,node/4095081878
Hanim Eli,52.5406634,13.3938149,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Brunnenstraße,120,,Mo-Fr 05:30-18:00; Sa 06:00-16:00; Su 07:00-16:00,,OSM,node/4095732757
,52.5694074,13.1989289,Spandau,Hakenfelde,spandau,hakenfelde,artisanal,False,,,,,,,OSM,node/4100233301
Gül Backshop,52.4620821,13.4451197,Neukölln,Britz,neukölln,britz,artisanal,False,,Buschkrugallee,22,12359,,,OSM,node/4113836091
Bäckerei in Denns Biomarkt,52.4354731,13.5417781,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,artisanal,False,,Adlergestell,259,12489,Mo-Sa 07:30-20:00; PH off,,OSM,node/4124433041
Choco Latte,52.5004312,13.3910975,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Wilhelmstraße,6,10963,Mo-Fr 06:00-18:00; Su 08:00-16:00,,OSM,node/4127146122
Backbox,52.5609789,13.3720011,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,Mo-Fr 06:00-15:30; Sa-Su 07:00-13:00,,OSM,node/4136511348
Back Baron,52.5008899,13.4417379,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Oppelner Straße,,10997,,,OSM,node/4138620831
BAK Bäckerei & Frühstückshaus,52.5557796,13.3815975,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Osloer Straße,104,13359,Mo-Fr 06:00-19:00; Sa 06:00-15:00; Su 08:00-16:00,,OSM,node/4139417218
Steinecke,52.5812394,13.3335299,Reinickendorf,Wittenau,reinickendorf,wittenau,chain,True,Steinecke,,,,Mo-Sa 06:30-20:00; Su 07:00-12:00,https://www.steinecke.info/,OSM,node/4143176393
Istanbul Bäckerei & Café,52.4746715,13.4272074,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/4200088511
Wriezener Backstube,52.5378486,13.6030068,Marzahn-Hellersdorf,Hellersdorf,marzahn-hellersdorf,hellersdorf,artisanal,False,,Fritz-Lang-Straße,6,12627,Mo-Fr 07:00-18:00; Sa 07:00-14:00; Su 07:00-17:00,,OSM,node/4234982896
Thoben's,52.517179,13.3058862,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,3,,Mo-Sa 06:00-19:00; Su 08:00-19:00,,OSM,node/4238368952
Back Baron,52.517469,13.3067527,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/4250113290
Mond & Stern,52.5474998,13.3937109,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Ramlerstraße,28,13355,Mo-Fr 05:30-18:00; Sa 07:00-14:00; Su 08:00-14:00,,OSM,node/4290884742
Wilde Rose,52.5422083,13.2056968,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,"Mo-Fr 06:00-17:00; Sa 06:00-13:00; PH,Su 08:00-13:00",,OSM,node/4317329216
läckerei,52.5428716,13.3921338,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Brunnenstraße,11G,13355,Mo-Fr 05:30-17:00,,OSM,node/4317462788
Bäckerei,52.5501731,13.369005,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/4318477522
Brotmeisterei Steinecke,52.6109642,13.2147051,Reinickendorf,Heiligensee,reinickendorf,heiligensee,artisanal,False,,,,,Mo-Sa 06:30-20:00; Su 07:00-12:00,,OSM,node/4324887235
Backstube zum Löwen,52.4551196,13.4441356,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,Mo-Fr 06:30-17:00; Sa 07:00-12:00,,OSM,node/4340053090
Schäfer's,52.5233562,13.3797111,Mitte,Mitte,mitte,mitte,chain,True,Schäfer's,Luisenstraße,46,10117,Mo-Fr 06:00-19:00; Sa 06:00-18:00; Su 08:00-18:00,,OSM,node/4341320107
Backshop,52.5008189,13.2836166,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,08:00-01:00,,OSM,node/4357590613
Backshop,52.4700257,13.4413166,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Karl-Marx-Straße,224,12055,"Mo-Fr 06:00-20:00; Sa,Su 08:00-16:00",,OSM,node/4360359892
Kirsch & Karamell,52.4662266,13.377603,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,,,,Mo-Su 07:00-18:00,,OSM,node/4363676484
Bäcker Wiedemann,52.510204,13.2722901,Charlottenburg-Wilmersdorf,Westend,charlottenburg-wilmersdorf,westend,artisanal,False,,,,,Mo-Fr 06:30-19:00; Sa 06:30-16:00; Su 08:00-14:00,https://baecker-wiedemann.de/,OSM,node/4366884317
Schäfer's,52.4454377,13.3797366,Tempelhof-Schöneberg,Mariendorf,tempelhof-schöneberg,mariendorf,chain,True,Schäfer's,Kaiserstraße,124,,Mo-Fr 06:30-18:00; Sa 06:30-16:00; Su 08:00-16:00,https://www.schaefers-brot.de/,OSM,node/4379235090
Selvi Bäckerei Café,52.4799944,13.4460949,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,"Mo-Fr 05:00-19:00, Sa 05:00-18:00, Su 05:00-17:00",,OSM,node/4381301977
Merkez,52.5236593,13.3320651,Mitte,Moabit,mitte,moabit,artisanal,False,,Zinzendorfstraße,,10555,,,OSM,node/4386404495
Cuccis,52.549278,13.3900787,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,"Mo-Sa 05:00-21:00; Su,PH 06:00-21:00",,OSM,node/4388732495
Cuccis,52.5490967,13.3902017,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,"Mo-Sa 05:00-23:00; Su,PH 06:00-22:00",,OSM,node/4388735295
Backshop e' Café,52.4990023,13.3138217,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,,,,"Mo-Fr 07:00-18:30; Sa,Su 07:00-15:00",,OSM,node/4392753004
Bäcker Wiedemann,52.4284757,13.3280769,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,,,,"Mo-Fr 06:00-18:00; Sa 06:00-14:00; Su,PH 07:00-12:00",,OSM,node/4396045312
Eichi's Backstube,52.4148772,13.6583128,Treptow-Köpenick,Müggelheim,treptow-köpenick,müggelheim,artisanal,False,,,,,Mo-Fr 07:00-17:00; Sa 07:00-13:00,,OSM,node/4423325713
Schiller Back,52.5582585,13.3516142,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,"Mo-Fr 07:00-18:00; Sa,Su,PH 08:00-13:00",,OSM,node/4423466261
Sironi,52.547572,13.4105138,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Gleimstraße,38,10437,Mo-Su 09:00-18:00,https://sironi.de,OSM,node/4437710891
Fresh Mesh,52.556417,13.3730375,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/4439716022
Croissanterie,52.484441,13.3535247,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Hauptstraße,131,10827,"Mo-Fr 07:30-15:00; PH,Sa,Su 08:00-15:00",,OSM,node/4446409740
Ilkberry,52.5047461,13.4155884,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,"Mo-Su,PH 07:00-22:00",,OSM,node/4448181931
Sofra,52.5679792,13.3124719,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,Mo-Su 05:00-22:00,,OSM,node/4448386333
Rose Bäckerei & Café,52.5605335,13.3768018,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,Mo-Sa 06:00-20:00; Su 07:00-20:00,,OSM,node/4449115011
Prinzen Eck Backshop,52.5589569,13.3861335,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Prinzenallee,53,13359,Mo-Su 06:00-20:00,,OSM,node/4449775882
Käffchen,52.4391689,13.3419123,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,artisanal,False,,Kaulbachstraße,71,12247,"Mo,Tu off; We-Fr 07:30-15:00; Sa,Su 07:30-13:00",,OSM,node/4450654153
Maître vite,52.4366208,13.3451245,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,artisanal,False,,,,,,,OSM,node/4450654155
Turm Bäckerei Café,52.5274307,13.3302913,Mitte,Moabit,mitte,moabit,artisanal,False,,Turmstraße,56,10551,"Mo-Th,Sa 06:30-20:00; Fr,Su 07:00-16:00",,OSM,node/4454150184
La Boulangerie Berry,52.396851,13.4105854,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,artisanal,False,,Alt-Lichtenrade,68,12309,"Mo-Fr 05:00-15:00; Sa,Su,PH 06:00-13:00",,OSM,node/4461691184
Domberger Brot-Werk,52.5238992,13.3383291,Mitte,Moabit,mitte,moabit,artisanal,False,,Essener Straße,11,10555,Mo 11:00-18:30; Tu-Th 08:00-18:30; Fr 08:00-18:00; Sa 08:00-13:00; PH off,https://domberger-brot-werk.com/,OSM,node/4469979941
Neue Herzbäckerei,52.5642075,13.3700642,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,,,OSM,node/4470092874
Steinecke,52.5250168,13.415169,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,Alex-Wedding-Straße,3,10178,Mo-Fr 06:30-18:30; Sa 07:00-15:00; Su off,,OSM,node/4473261472
Salon Sucré,52.4953399,13.4446729,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,http://www.salonsucre.de/,OSM,node/4485988893
Biobackhaus,52.4870598,13.3548354,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Akazienstraße,26,10823,Mo-Fr 07:00-18:00; Sa 07:00-17:00; Su 08:00-17:00,,OSM,node/4513850099
Nour-Eldin Konditorei,52.4751266,13.4396384,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Karl-Marx-Straße,166,12043,,,OSM,node/4524893835
Der Bäcker Feihl,52.5670495,13.5276399,Lichtenberg,Neu-Hohenschönhausen,lichtenberg,neu-hohenschönhausen,artisanal,False,,Randowstraße,3,13057,,,OSM,node/4537589634
M&M Back,52.5883186,13.2846515,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,Berliner Straße,7,13507,"Mo-Fr 05:00-18:00; Sa,Su 06:00-18:00",,OSM,node/4555540124
Bacy's Coffee,52.5905963,13.2833256,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,Berliner Straße,105,13507,,,OSM,node/4555556194
Thoben,52.4505056,13.3412471,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,,,,"Mo-Sa 06:00-20:00, Su,PH 08:00-18:00",,OSM,node/4556060732
Schneider,52.4179985,13.5808097,Treptow-Köpenick,Grünau,treptow-köpenick,grünau,artisanal,False,,Regattastraße,123,12527,Mo-Sa 07:00-20:00,,OSM,node/4558933345
Melek,52.5307795,13.3335998,Mitte,Moabit,mitte,moabit,artisanal,False,,Wiclefstraße,21,10551,"Mo-Sa 05:00-19:00; Su,PH 06:00-19:00",,OSM,node/4568676153
Wiener Feinbäcker,52.467612,13.4896713,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,chain,True,Wiener Feinbäcker Heberer,S Baumschulenweg,,12437,"Mo-Fr 05:00-20:00; Sa,Su 07:00-18:00",,OSM,node/4596211010
Betüls Patisserie,52.5505364,13.3560453,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,Mo-Fr 05:30-18:30; Sa 07:00-16:00,,OSM,node/4603298590
Steinecke,52.5831095,13.4131548,Pankow,Niederschönhausen,pankow,niederschönhausen,chain,True,Steinecke,,,13156,Mo-Fr 06:30-19:00; Sa 07:00-18:00; Su 07:00-11:00,,OSM,node/4626305221
Steinecke,52.5666128,13.3459431,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,chain,True,Steinecke,,,,Mo-Fr 06:30-19:00; Sa 06:30-18:00; Su 07:00-11:00,,OSM,node/4630466563
Steinecke,52.413042,13.4933334,Neukölln,Rudow,neukölln,rudow,chain,True,Steinecke,Waßmannsdorfer Chaussee,26,12355,Mo-Sa 07:00-22:00; Su 07:00-12:00,,OSM,node/4633232189
Konditorei Damaskus,52.4825992,13.4386983,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Sonnenallee,93,12045,"Mo-Th, Sa 09:00-22:00; Fr 09:00-13:00, 14:00-22:00; Su 12:00-20:00",,OSM,node/4636056589
Czerr,52.4723196,13.3198721,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Konditorei Czerr GmbH & Co. KG,Laubacher Straße,43,14197,Mo-Fr 07:00-18:00; Sa 07:00-14:00; Su 08:00-17:00,https://www.czerr.de/,OSM,node/4685004309
Back-Factory,52.5204028,13.4130413,Mitte,Mitte,mitte,mitte,chain,True,Back-Factory,,,,Mo-Fr 06:30-19:00; Sa 07:00-19:00; Su 07:00-19:00,,OSM,node/4693388094
Kiez Bäckerei,52.4588248,13.5268006,Treptow-Köpenick,Oberschöneweide,treptow-köpenick,oberschöneweide,artisanal,False,,Rathenaustraße,1,12459,Mo-Su 05:00-18:00,,OSM,node/4698884700
DEM BACK,52.4589388,13.5257554,Treptow-Köpenick,Oberschöneweide,treptow-köpenick,oberschöneweide,artisanal,False,,Wilhelminenhofstraße,51,12459,,,OSM,node/4698924997
Hofpfisterei,52.4429445,13.2961198,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,chain,True,Hofpfisterei,Drakestraße,46,12205,Mo-Fr 09:00-18:30; Sa 08:00-13:30; PH off,,OSM,node/4700322226
Weichardt's Vollkorn Bäckerei Konditorei,52.4374259,13.2614974,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,artisanal,False,,Clayallee,333,14169,Mo-Fr 08:00-18:30; Sa 08:00-13:00,https://www.weichardt.de/,OSM,node/4709627346
Leckerback,52.4669255,13.4883832,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,artisanal,False,,Baumschulenstraße,95,12437,Mo-Su 06:00-17:00,,OSM,node/4712130390
Back & Sandwich Paradies,52.4682031,13.4899544,Treptow-Köpenick,Baumschulenweg,treptow-köpenick,baumschulenweg,artisanal,False,,Baumschulenstraße,100,12437,Mo-Fr 05:30-17:00; Sa 6:30-15:00; Su 07:00-15:00,,OSM,node/4714765742
Junge,52.5067202,13.3933826,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,chain,True,Junge,Rudi-Dutschke-Straße,17,10969,"Mo-Fr 06:30-19:00; Sa,Su 08:00-18:00",,OSM,node/4721333035
Gorilla,52.4778249,13.4263721,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Hermannstraße,211,12049,Mo-Su 08:00-18:00,https://gorilla-baeckerei.de/,OSM,node/4726238223
Backshop Philopatir,52.5018772,13.333964,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Augsburger Straße,35,10789,Mo-Fr 06:00-18:00; Sa 07:00-16:00,,OSM,node/4732200125
