id,district_id,name,latitude,longitude,geometry,neighborhood,district,neighborhood_id,external_id,school_name,school_type,school_subtype,grades_offered,is_primary,is_secondary,is_vocational,is_special_needs,languages,has_all_day_program,address,street,house_number,postal_code,city,ownership,official_school_id,is_barrier_free,accessibility_notes,phone,email,website,last_source_update,last_ingested_at,is_active,lat,lon,address_from_nominatim
1015728668,11006006,Biesalski-Schule,52.4545683,13.2706708,POINT (13.2706708 52.4545683),Dahlem,Steglitz-Zehlendorf,0605,06S02,Biesalski-Schule,,,,,,,,,,"Hüttenweg 40, 14195 Berlin",Hüttenweg,40,14195,Berlin,,,,,,,,,,True,52.4545683,13.2706708,False
1057857273,11004004,Ernst-Habermann-Grundschule,52.4833728,13.3327206,POINT (13.3327206 52.4833728),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,04G18,Ernst-Habermann-Grundschule,,,,,,,,,,"Prinzregentenstraße 33-34, 10715 Berlin",Prinzregentenstraße,33-34,10715,Berlin,Bezirksamt Charlottenburg-Wilmersdorf von Berlin,,,,+49 30 81462460,sekretariat@ernst-habermann.schule.berlin.de,,,,True,52.4833728,13.3327206,False
1137671520,11004004,Kindermalschule,52.51854120000001,13.300785599999998,POINT (13.3007856 52.5185412),Charlottenburg,Charlottenburg-Wilmersdorf,0401,,Kindermalschule,,,,,,,,,,"Lohmeyerstraße 26, 10587 Berlin",Lohmeyerstraße,26,10587,Berlin,,,,,,,,,,True,52.51854120000001,13.300785599999998,False
1140710553,11001001,CJD Berlin,52.5034349,13.3716254,POINT (13.3716254 52.5034349),Tiergarten,Mitte,0104,,CJD Berlin,,,,,,,,,,"Am Karlsbad 16, 10785 Berlin",Am Karlsbad,16,10785,Berlin,,,,,+49 30 7909010,,https://www.cjd-berlin.de/,,,True,52.5034349,13.3716254,False
1224801662,11008008,Alno Küchenstudio,52.43994719999999,13.4359177,POINT (13.4359177 52.4399472),Britz,Neukölln,0802,,Alno Küchenstudio,,,,,,,,,,"Alno Küchenstudio, Gutschmidtstraße, Britz, Neukölln, Berlin, 12359, Deutschland",,,12359,,,,,,,,,,,True,52.43994719999999,13.4359177,True
1407207210,11003003,Abendgymnasium Prenzlauer Berg,52.552085,13.4056269,POINT (13.4056269 52.552085),Prenzlauer Berg,Pankow,0301,03A04,Abendgymnasium Prenzlauer Berg,,,,,,,,,,"Driesener Straße 22, 10439 Berlin",Driesener Straße,22,10439,Berlin,,,,,+49 30 4254218,abendgymnasium@gmx.de,https://www.abendgymnasium-berlin.de/,,,True,52.552085,13.4056269,False
1552045205,11001001,Deutsch-Institut Berlin,52.52848449999998,13.388421299999997,POINT (13.3884213 52.5284845),Mitte,Mitte,0101,,Deutsch-Institut Berlin,,,,,,,,,,"Novalisstraße 12, 10115 Berlin",Novalisstraße,12,10115,Berlin,,,,,,,,,,True,52.52848449999998,13.388421299999997,False
1597894107,11002002,Islam Vakfi,52.4908343,13.421325199999998,POINT (13.4213252 52.4908343),Kreuzberg,Friedrichshain-Kreuzberg,0202,02P03,Islam Vakfi,,,,,,,,,,"Islam Vakfi, Boppstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland",,,10967,,Islam Kolleg Berlin gGmbH,,,,,,,,,True,52.4908343,13.421325199999998,True
1658284135,11004004,Charlotte-Wolff-Kolleg,52.50832689999999,13.303697299999998,POINT (13.3036973 52.5083269),Charlottenburg,Charlottenburg-Wilmersdorf,0401,04A04,Charlotte-Wolff-Kolleg,,,,,,,,,,"Pestalozzistraße 40-41, 10627 Berlin",Pestalozzistraße,40-41,10627,Berlin,,,,,,,,,,True,52.50832689999999,13.303697299999998,False
1827035552,11002002,SCHATZ Schulaufgabenzirkel,52.4992808,13.41986,POINT (13.41986 52.4992808),Kreuzberg,Friedrichshain-Kreuzberg,0202,,SCHATZ Schulaufgabenzirkel,,,,,,,,,,"Skalitzer Straße, 10999 Berlin",Skalitzer Straße,,10999,Berlin,Aktürk Celalettin,,,,+49 30 69531389,,,,,True,52.4992808,13.41986,False
1833519549,11004004,OSZ Wirtschaft Leopold-Ullstein-Schule - Abteilung II,52.4822428,13.334467599999998,POINT (13.3344676 52.4822428),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,,OSZ Wirtschaft Leopold-Ullstein-Schule - Abteilung II,,,,,,,,,,"Prinzregentenstraße 60, 10715 Berlin",Prinzregentenstraße,60,10715,Berlin,,,,,,,,,,True,52.4822428,13.334467599999998,False
1833591080,11004004,Kläre-Bloch-Schule,52.48211789999999,13.334453599999998,POINT (13.3344536 52.4821179),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,,Kläre-Bloch-Schule,,,,,,,,,,"Prinzregentenstraße 60, 10715 Berlin",Prinzregentenstraße,60,10715,Berlin,,,,,,,,,,True,52.48211789999999,13.334453599999998,False
1855387994,11010010,Das Lernzentum (Helliwood media & education),52.53571959999999,13.6048951,POINT (13.6048951 52.5357196),Hellersdorf,Marzahn-Hellersdorf,1005,,Das Lernzentum (Helliwood media & education),,,,,,,,,,"Das Lernzentum (Helliwood media & education), 2, Riesaer Straße, Kastanienallee, Hellersdorf, Marzahn-Hellersdorf, Berlin, 12627, Deutschland",,,12627,,,,,,,,,,,True,52.53571959999999,13.6048951,True
1867142844,11002002,Institut für Phytotherapie,52.49677259999999,13.421752299999998,POINT (13.4217523 52.4967726),Kreuzberg,Friedrichshain-Kreuzberg,0202,,Institut für Phytotherapie,,,,,,,,,,"Paul-Lincke-Ufer 42-43, 10999 Berlin",Paul-Lincke-Ufer,42-43,10999,Berlin,,,,,,,,,,True,52.49677259999999,13.421752299999998,False
2136734352,11012012,Fachschule für Sozialpädagogik,52.61088229999999,13.2479778,POINT (13.2479778 52.6108823),Heiligensee,Reinickendorf,1204,,Fachschule für Sozialpädagogik,,,,,,,,,,"Am Bärensprung 58, 13503 Berlin",Am Bärensprung,58,13503,Berlin,Evangelisches Jugend- und Fürsorgewerk gemeinnützige AG,,,,,,,,,True,52.61088229999999,13.2479778,False
2180504961,11004004,Wangari Maathai International School,52.4824554,13.335066099999999,POINT (13.3350661 52.4824554),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,04K10,Wangari Maathai International School,,,,,,,,,,"Babelsberger Straße 24-25, 10715 Berlin",Babelsberger Straße,24-25,10715,Berlin,,,,,,,,,,True,52.4824554,13.335066099999999,False
2232813894,11002002,Hermann-Hesse-Gymnasium (Haus 3),52.4935666,13.420150099999999,POINT (13.4201501 52.4935666),Kreuzberg,Friedrichshain-Kreuzberg,0202,,Hermann-Hesse-Gymnasium (Haus 3),,,,,,,,,,"Hermann-Hesse-Gymnasium (Haus 3), Böckhstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland",,,10967,,,,,,,,,,,True,52.4935666,13.420150099999999,True
2431140182,11001001,das kleine atelier,52.55333060000001,13.365330500000002,POINT (13.3653305 52.5533306),Wedding,Mitte,0105,,das kleine atelier,,,,,,,,,,"Oudenarder Straße 32, 13347 Berlin",Oudenarder Straße,32,13347,Berlin,,,,,,,,,,True,52.55333060000001,13.365330500000002,False
2538629492,11003003,Freie Sekundarschule Peppermont,52.54253469999999,13.441524599999997,POINT (13.4415246 52.5425347),Prenzlauer Berg,Pankow,0301,03P45,Freie Sekundarschule Peppermont,,,,,,,,,,"Greifswalder Straße 88, 10409 Berlin",Greifswalder Straße,88,10409,Berlin,Pfefferwerk Stadtkultur gGmbH,,,,,,,,,True,52.54253469999999,13.441524599999997,False
2610154858,11003003,Berlin Bilingual School,52.557280999999996,13.4417282,POINT (13.4417282 52.557281),Weißensee,Pankow,0302,,Berlin Bilingual School,,,,,,,,,,"Rudolf-Baschant-Straße 2, 13086 Berlin",Rudolf-Baschant-Straße,2,13086,Berlin,,,,,,,,,,True,52.557280999999996,13.4417282,False
2629122240,11002002,Taxischule Metropolis,52.49613089999999,13.384160999999999,POINT (13.384161 52.4961309),Kreuzberg,Friedrichshain-Kreuzberg,0202,,Taxischule Metropolis,,,,,,,,,,"Taxischule Metropolis, Großbeerenstraße, Tempelhofer Vorstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland",,,10963,,,,,,,,,,,True,52.49613089999999,13.384160999999999,True
2844490858,11002002,unknown_school_name,52.521847099999995,13.4401725,POINT (13.4401725 52.5218471),Friedrichshain,Friedrichshain-Kreuzberg,0201,02S03b,,,,,,,,,,,"Diestelmeyerstraße 6, 10249 Berlin",Diestelmeyerstraße,6,10249,Berlin,,,,,,,,,,True,52.521847099999995,13.4401725,False
2952353502,11001001,Quinoa Schule,52.56607100000001,13.3811302,POINT (13.3811302 52.566071),Gesundbrunnen,Mitte,0106,01P49,Quinoa Schule,,,,,,,,,,"Kühnemannstraße 26, 13409 Berlin",Kühnemannstraße,26,13409,Berlin,,,,,,,,,,True,52.56607100000001,13.3811302,False
3090369566,11003003,iek,52.5396656,13.418126999999998,POINT (13.418127 52.5396656),Prenzlauer Berg,Pankow,0301,,iek,,,,,,,,,,"Husemannstraße 32, 10435 Berlin",Husemannstraße,32,10435,Berlin,,,,,,,,,,True,52.5396656,13.418126999999998,False
3093478831,11001001,Schule bei der Botschaft der Russischen Föderation,52.5155186,13.3845541,POINT (13.3845541 52.5155186),Mitte,Mitte,0101,,Schule bei der Botschaft der Russischen Föderation,,,,,,,,,,"Behrenstraße 64-65, 10117 Berlin",Behrenstraße,64-65,10117,Berlin,Botschaft der Russischen Förderation,,,,,,,,,True,52.5155186,13.3845541,False
3347795761,11006006,Quentin-Blake-Europa-Schule,52.4546353,13.269895699999998,POINT (13.2698957 52.4546353),Dahlem,Steglitz-Zehlendorf,0605,06G12,Quentin-Blake-Europa-Schule,,,,,,,,,,"Hüttenweg 40, 14195 Berlin",Hüttenweg,40,14195,Berlin,,,,,,,,,,True,52.4546353,13.269895699999998,False
3465132015,11004004,Svenska Skolan i Berlin,52.488067300000004,13.3294623,POINT (13.3294623 52.4880673),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,04E33,Svenska Skolan i Berlin,,,,,,,,,,"Landhausstraße 26-28, 10717 Berlin",Landhausstraße,26-28,10717,Berlin,Svenska kyrkan,,,,,,,,,True,52.488067300000004,13.3294623,False
3644290194,11002002,Be The - Therapie bei Lernschwierigkeiten,52.512206199999994,13.447501599999999,POINT (13.4475016 52.5122062),Friedrichshain,Friedrichshain-Kreuzberg,0201,,Be The - Therapie bei Lernschwierigkeiten,,,,,,,,,,"Am Comeniusplatz 2, 10243 Berlin",Am Comeniusplatz,2,10243,Berlin,,,,,,,,,,True,52.512206199999994,13.447501599999999,False
4149486091,11002002,Liebmann-Schule,52.50197319999999,13.391959899999998,POINT (13.3919599 52.5019732),Kreuzberg,Friedrichshain-Kreuzberg,0202,02S06,Liebmann-Schule,,,,,,,,,,"Friedrichstraße 13, 10969 Berlin",Friedrichstraße,13,10969,Berlin,,,,,,,,,,True,52.50197319999999,13.391959899999998,False
4298064770,11005005,Hort der ESS,52.573059499999985,13.1948238,POINT (13.1948238 52.5730595),Hakenfelde,Spandau,0507,,Hort der ESS,,,,,,,,,,"Schönwalder Allee, 13587 Berlin",Schönwalder Allee,,13587,Berlin,,,,,,,,,,True,52.573059499999985,13.1948238,False
4368419896,11001001,Internationale Lomonossow-Schule,52.504025299999995,13.35938,POINT (13.35938 52.5040253),Tiergarten,Mitte,0104,01P25,Internationale Lomonossow-Schule,,,,,,,,,,"Genthiner Straße 20, 10785",Genthiner Straße,20,10785,,,,,,,,http://lomonossow-schule.de/#tiergarten,,,True,52.504025299999995,13.35938,False
4850314524,11002002,Cumbancha,52.49080339999999,13.3774542,POINT (13.3774542 52.4908034),Kreuzberg,Friedrichshain-Kreuzberg,0202,,Cumbancha,,,,,,,,,,"Möckernstraße 68, 10965",Möckernstraße,68,10965,,,,,,,,https://www.cumbancha.de/,,,True,52.49080339999999,13.3774542,False
4864189821,11005005,EIIE EURASIA Institute for International Education GmbH,52.53289379999999,13.2797555,POINT (13.2797555 52.5328938),Siemensstadt,Spandau,0503,,EIIE EURASIA Institute for International Education GmbH,,,,,,,,,,13627,,,13627,,,,,,+493043727210,info@eurasia-institute.com,https://eurasia-institute.com/,,,True,52.53289379999999,13.2797555,False
4932662327,11003003,Piano Cano,52.52793539999999,13.447780199999999,POINT (13.4477802 52.5279354),Prenzlauer Berg,Pankow,0301,,Piano Cano,,,,,,,,,,"Cotheniusstraße 3, 10407 Berlin",Cotheniusstraße,3,10407,Berlin,,,,,,,https://piano-cano.de/,,,True,52.52793539999999,13.447780199999999,False
5477749794,11007007,Samuel-Hahnemann-Schule,52.4544038,13.394612,POINT (13.394612 52.4544038),Tempelhof,Tempelhof-Schöneberg,0703,07E30,Samuel-Hahnemann-Schule,,,,,,,,,,"Colditzstraße 34-36, 12099 Berlin",Colditzstraße,34-36,12099,Berlin,Fachverband Deutscher Heilpraktiker - Landesverband Berlin-Brandenburg e.V.,,,,,,,,,True,52.4544038,13.394612,False
5661514223,11008008,Schule am Hasenhegerweg,52.4227343,13.446827299999999,POINT (13.4468273 52.4227343),Buckow,Neukölln,0803,08S05,Schule am Hasenhegerweg,,,,,,,,,,"Hasenhegerweg 12, 12353 Berlin",Hasenhegerweg,12,12353,Berlin,,,,,,,,,,True,52.4227343,13.446827299999999,False
5661514224,11008008,Lisa-Tetzner-Grundschule,52.422449699999994,13.4468112,POINT (13.4468112 52.4224497),Buckow,Neukölln,0803,08G34,Lisa-Tetzner-Grundschule,,,,,,,,,,"Hasenhegerweg 12, 12353 Berlin",Hasenhegerweg,12,12353,Berlin,,,,,,,,,,True,52.422449699999994,13.4468112,False
5695079683,11011011,OTA - Tanyildiz Schweißtechnik,52.5236819,13.4885479,POINT (13.4885479 52.5236819),Lichtenberg,Lichtenberg,1103,,OTA - Tanyildiz Schweißtechnik,,,,,,,,,,"Josef-Orlopp-Straße 45 - 49, 10365 Berlin",Josef-Orlopp-Straße,45 - 49,10365,Berlin,,,,,,,http://www.ota-schweisstechnik.de/,,,True,52.5236819,13.4885479,False
5790175872,11003003,Corrie-ten-Boom-Schule,52.53478189999999,13.4273152,POINT (13.4273152 52.5347819),Prenzlauer Berg,Pankow,0301,,Corrie-ten-Boom-Schule,,,,,,,,,,"Christburger Straße 14C, 10405 Berlin",Christburger Straße,14C,10405,Berlin,Christburg Campus gGmbH,,,,,,,,,True,52.53478189999999,13.4273152,False
5790175875,11003003,Elisabeth-Abegg-Grundschule,52.534646499999994,13.4278408,POINT (13.4278408 52.5346465),Prenzlauer Berg,Pankow,0301,,Elisabeth-Abegg-Grundschule,,,,,,,,,,"Christburger Straße 14C, 10405 Berlin",Christburger Straße,14C,10405,Berlin,Christburg Campus gGmbH,,,,,,,,,True,52.534646499999994,13.4278408,False
5907019898,11007007,Privates Europa-Gymnasium Berlin,52.4858093,13.354125199999999,POINT (13.3541252 52.4858093),Schöneberg,Tempelhof-Schöneberg,0701,04P47,Privates Europa-Gymnasium Berlin,,,,,,,,,,"Hauptstraße 27, 10827 Berlin",Hauptstraße,27,10827,Berlin,Privates Europa-Gymnasium Berlin GmbH,,,,,,,,,True,52.4858093,13.354125199999999,False
5997094437,11004004,Moser Schule Schweizer Gymnasium gGmbH,52.5095435,13.2634016,POINT (13.2634016 52.5095435),Westend,Charlottenburg-Wilmersdorf,0405,04P24,Moser Schule Schweizer Gymnasium gGmbH,,,,,,,,,,"Moser Schule Schweizer Gymnasium gGmbH, Badenallee, Villenkolonie Westend, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland",,,14052,,,,,,,,,,,True,52.5095435,13.2634016,True
6058583254,11001001,unknown_school_name,52.5273506,13.406265599999998,POINT (13.4062656 52.5273506),Mitte,Mitte,0101,,,,,,,,,,,,"Mulackstraße 8, 10119 Berlin",Mulackstraße,8,10119,Berlin,Berlin Cosmopolitan School,,,,,,,,,True,52.5273506,13.406265599999998,False
6153498939,11004004,Institut für Verhaltenstherapie Berlin,52.4811108,13.288710199999999,POINT (13.2887102 52.4811108),Schmargendorf,Charlottenburg-Wilmersdorf,0403,,Institut für Verhaltenstherapie Berlin,,,,,,,,,,"Hohenzollerndamm 125;126, 14199 Berlin",Hohenzollerndamm,125;126,14199,Berlin,,,,,,,,,,True,52.4811108,13.288710199999999,False
6215800460,11001001,Mal- und Zeichenschule Prib,52.53753619999999,13.397698199999999,POINT (13.3976982 52.5375362),Mitte,Mitte,0101,,Mal- und Zeichenschule Prib,,,,,,,,,,"Brunnenstraße 45, 10115 Berlin",Brunnenstraße,45,10115,Berlin,,,,,,,https://www.kunstschule-prib.de/,,,True,52.53753619999999,13.397698199999999,False
6251995791,11001001,Produktionsschule Mitte,52.5505701,13.370469399999998,POINT (13.3704694 52.5505701),Gesundbrunnen,Mitte,0106,,Produktionsschule Mitte,,,,,,,,,,"Produktionsschule Mitte, Bornemannstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland",,,13357,,Zukunftsbau GmbH,,,,,,https://zukunftsbau.de/,,,True,52.5505701,13.370469399999998,True
6410792688,11003003,Akademie der Gesundheit,52.633166399999986,13.5072943,POINT (13.5072943 52.6331664),Buch,Pankow,0309,,Akademie der Gesundheit,,,,,,,,,,"Schwanebecker Chaussee 4 E-H, 13125",Schwanebecker Chaussee,4 E-H,13125,,,,,,+49 30 9403060,berlin@gesundheit-akademie.de,https://www.gesundheit-akademie.de/,,,True,52.633166399999986,13.5072943,False
6422859463,11003003,Freie Grundschule Pfefferwerk,52.55330320000001,13.4097119,POINT (13.4097119 52.5533032),Prenzlauer Berg,Pankow,0301,03P14,Freie Grundschule Pfefferwerk,,,,,,,,,,"Schönfließer Straße 7, 10439 Berlin",Schönfließer Straße,7,10439,Berlin,,,,,,,,,,True,52.55330320000001,13.4097119,False
6422859464,11003003,Freie Sekundarschule PepperMont,52.552951,13.4096543,POINT (13.4096543 52.552951),Prenzlauer Berg,Pankow,0301,,Freie Sekundarschule PepperMont,,,,,,,,,,"Freie Sekundarschule PepperMont, Paul-Robeson-Straße, Nordisches Viertel, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland",,,10439,,,,,,,,,,,True,52.552951,13.4096543,True
7685796317,11004004,Prestige Kosmetikakademie,52.48662629999999,13.3164868,POINT (13.3164868 52.4866263),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,04E41,Prestige Kosmetikakademie,,,,,,,,,,"Berliner Straße 53, 10713 Berlin",Berliner Straße,53,10713,Berlin,Lucyna Dzikowski,,,,,,https://www.prestige-akad.de/,,,True,52.48662629999999,13.3164868,False
7774237459,11004004,Grund-Bildungs-Zentrum Berlin,52.481560999999985,13.3196702,POINT (13.3196702 52.481561),Wilmersdorf,Charlottenburg-Wilmersdorf,0402,,Grund-Bildungs-Zentrum Berlin,,,,,,,,,,"Paretzer Straße 1, 10713 Berlin",Paretzer Straße,1,10713,Berlin,,,,,,,https://grundbildung-berlin.de,,,True,52.481560999999985,13.3196702,False
8050485559,11002002,Galilei Grundschule,52.501487399999995,13.3920468,POINT (13.3920468 52.5014874),Kreuzberg,Friedrichshain-Kreuzberg,0202,02G14,Galilei Grundschule,,,,,,,,,,"Friedrichstraße 13, 10969 Berlin",Friedrichstraße,13,10969,Berlin,,,,,,,,,,True,52.501487399999995,13.3920468,False
8589000133,11001001,Kristall Grundschule,52.54021749999998,13.358956799999998,POINT (13.3589568 52.5402175),Wedding,Mitte,0105,01P50,Kristall Grundschule,,,,,,,,,,"Tegeler Straße 13, 13353 Berlin",Tegeler Straße,13,13353,Berlin,Technische Jugendfreizeit- und Bildungsgesellschaft,,,,,,https://www.kristall-grundschule.de,,,True,52.54021749999998,13.358956799999998,False
