id,district_id,name,latitude,longitude,geometry,neighborhood,district,neighborhood_id,source,source_layer,external_id,primary_source,source_ids,school_name,school_type,school_subtype,grades_offered,is_primary,is_secondary,is_vocational,is_special_needs,languages,has_all_day_program,address,street,house_number,postal_code,city,ownership,official_school_id,is_barrier_free,accessibility_notes,phone,email,website,last_source_update,last_ingested_at,is_active,lat,lon,has_district,has_neighborhood
2136734352,11012012,Fachschule für Sozialpädagogik,52.61088229999999,13.2479778,POINT (13.2479778 52.6108823),1204,Reinickendorf,Heiligensee,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:2136734352,Fachschule für Sozialpädagogik,,,,,,,,,,"Am Bärensprung 58, 13503 Berlin",Am Bärensprung,58,13503,Berlin,Evangelisches Jugend- und Fürsorgewerk gemeinnützige AG,,,,,,,,,True,52.61088229999999,13.2479778,True,True
2180504961,11004004,Wangari Maathai International School,52.4824554,13.335066099999999,POINT (13.3350661 52.4824554),0402,Charlottenburg-Wilmersdorf,Wilmersdorf,OSM,OSM_SCHOOLS,04K10,OSM_SCHOOLS,node:2180504961,Wangari Maathai International School,,,,,,,,,,"Babelsberger Straße 24-25, 10715 Berlin",Babelsberger Straße,24-25,10715,Berlin,,,,,,,,,,True,52.4824554,13.335066099999999,True,True
2232813894,11002002,Hermann-Hesse-Gymnasium (Haus 3),52.4935666,13.420150099999999,POINT (13.4201501 52.4935666),0202,Friedrichshain-Kreuzberg,Kreuzberg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:2232813894,Hermann-Hesse-Gymnasium (Haus 3),,,,,,,,,,,,,,,,,,,,,,,,True,52.4935666,13.420150099999999,True,True
2431140182,11001001,das kleine atelier,52.55333060000001,13.365330500000002,POINT (13.3653305 52.5533306),0105,Mitte,Wedding,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:2431140182,das kleine atelier,,,,,,,,,,"Oudenarder Straße 32, 13347 Berlin",Oudenarder Straße,32,13347,Berlin,,,,,,,,,,True,52.55333060000001,13.365330500000002,True,True
2538629492,11003003,Freie Sekundarschule Peppermont,52.54253469999999,13.441524599999997,POINT (13.4415246 52.5425347),0301,Pankow,Prenzlauer Berg,OSM,OSM_SCHOOLS,03P45,OSM_SCHOOLS,node:2538629492,Freie Sekundarschule Peppermont,,,,,,,,,,"Greifswalder Straße 88, 10409 Berlin",Greifswalder Straße,88,10409,Berlin,Pfefferwerk Stadtkultur gGmbH,,,,,,,,,True,52.54253469999999,13.441524599999997,True,True
2610154858,11003003,Berlin Bilingual School,52.557280999999996,13.4417282,POINT (13.4417282 52.557281),0302,Pankow,Weißensee,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:2610154858,Berlin Bilingual School,,,,,,,,,,"Rudolf-Baschant-Straße 2, 13086 Berlin",Rudolf-Baschant-Straße,2,13086,Berlin,,,,,,,,,,True,52.557280999999996,13.4417282,True,True
2629122240,11002002,Taxischule Metropolis,52.49613089999999,13.384160999999999,POINT (13.384161 52.4961309),0202,Friedrichshain-Kreuzberg,Kreuzberg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:2629122240,Taxischule Metropolis,,,,,,,,,,,,,,,,,,,,,,,,True,52.49613089999999,13.384160999999999,True,True
2844490858,11002002,,52.521847099999995,13.4401725,POINT (13.4401725 52.5218471),0201,Friedrichshain-Kreuzberg,Friedrichshain,OSM,OSM_SCHOOLS,02S03b,OSM_SCHOOLS,node:2844490858,,,,,,,,,,,"Diestelmeyerstraße 6, 10249 Berlin",Diestelmeyerstraße,6,10249,Berlin,,,,,,,,,,True,52.521847099999995,13.4401725,True,True
2952353502,11001001,Quinoa Schule,52.56607100000001,13.3811302,POINT (13.3811302 52.566071),0106,Mitte,Gesundbrunnen,OSM,OSM_SCHOOLS,01P49,OSM_SCHOOLS,node:2952353502,Quinoa Schule,,,,,,,,,,"Kühnemannstraße 26, 13409 Berlin",Kühnemannstraße,26,13409,Berlin,,,,,,,,,,True,52.56607100000001,13.3811302,True,True
3090369566,11003003,iek,52.5396656,13.418126999999998,POINT (13.418127 52.5396656),0301,Pankow,Prenzlauer Berg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:3090369566,iek,,,,,,,,,,"Husemannstraße 32, 10435 Berlin",Husemannstraße,32,10435,Berlin,,,,,,,,,,True,52.5396656,13.418126999999998,True,True
3093478831,11001001,Schule bei der Botschaft der Russischen Föderation,52.5155186,13.3845541,POINT (13.3845541 52.5155186),0101,Mitte,Mitte,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:3093478831,Schule bei der Botschaft der Russischen Föderation,,,,,,,,,,"Behrenstraße 64-65, 10117 Berlin",Behrenstraße,64-65,10117,Berlin,Botschaft der Russischen Förderation,,,,,,,,,True,52.5155186,13.3845541,True,True
3347795761,11006006,Quentin-Blake-Europa-Schule,52.4546353,13.269895699999998,POINT (13.2698957 52.4546353),0605,Steglitz-Zehlendorf,Dahlem,OSM,OSM_SCHOOLS,06G12,OSM_SCHOOLS,node:3347795761,Quentin-Blake-Europa-Schule,,,,,,,,,,"Hüttenweg 40, 14195 Berlin",Hüttenweg,40,14195,Berlin,,,,,,,,,,True,52.4546353,13.269895699999998,True,True
3465132015,11004004,Svenska Skolan i Berlin,52.488067300000004,13.3294623,POINT (13.3294623 52.4880673),0402,Charlottenburg-Wilmersdorf,Wilmersdorf,OSM,OSM_SCHOOLS,04E33,OSM_SCHOOLS,node:3465132015,Svenska Skolan i Berlin,,,,,,,,,,"Landhausstraße 26-28, 10717 Berlin",Landhausstraße,26-28,10717,Berlin,Svenska kyrkan,,,,,,,,,True,52.488067300000004,13.3294623,True,True
3644290194,11002002,Be The - Therapie bei Lernschwierigkeiten,52.512206199999994,13.447501599999999,POINT (13.4475016 52.5122062),0201,Friedrichshain-Kreuzberg,Friedrichshain,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:3644290194,Be The - Therapie bei Lernschwierigkeiten,,,,,,,,,,"Am Comeniusplatz 2, 10243 Berlin",Am Comeniusplatz,2,10243,Berlin,,,,,,,,,,True,52.512206199999994,13.447501599999999,True,True
4149486091,11002002,Liebmann-Schule,52.50197319999999,13.391959899999998,POINT (13.3919599 52.5019732),0202,Friedrichshain-Kreuzberg,Kreuzberg,OSM,OSM_SCHOOLS,02S06,OSM_SCHOOLS,node:4149486091,Liebmann-Schule,,,,,,,,,,"Friedrichstraße 13, 10969 Berlin",Friedrichstraße,13,10969,Berlin,,,,,,,,,,True,52.50197319999999,13.391959899999998,True,True
4298064770,11005005,Hort der ESS,52.573059499999985,13.1948238,POINT (13.1948238 52.5730595),0507,Spandau,Hakenfelde,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:4298064770,Hort der ESS,,,,,,,,,,"Schönwalder Allee, 13587 Berlin",Schönwalder Allee,,13587,Berlin,,,,,,,,,,True,52.573059499999985,13.1948238,True,True
4368419896,11001001,Internationale Lomonossow-Schule,52.504025299999995,13.35938,POINT (13.35938 52.5040253),0104,Mitte,Tiergarten,OSM,OSM_SCHOOLS,01P25,OSM_SCHOOLS,node:4368419896,Internationale Lomonossow-Schule,,,,,,,,,,"Genthiner Straße 20, 10785",Genthiner Straße,20,10785,,,,,,,,http://lomonossow-schule.de/#tiergarten,,,True,52.504025299999995,13.35938,True,True
4850314524,11002002,Cumbancha,52.49080339999999,13.3774542,POINT (13.3774542 52.4908034),0202,Friedrichshain-Kreuzberg,Kreuzberg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:4850314524,Cumbancha,,,,,,,,,,"Möckernstraße 68, 10965",Möckernstraße,68,10965,,,,,,,,https://www.cumbancha.de/,,,True,52.49080339999999,13.3774542,True,True
4864189821,11005005,EIIE EURASIA Institute for International Education GmbH,52.53289379999999,13.2797555,POINT (13.2797555 52.5328938),0503,Spandau,Siemensstadt,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:4864189821,EIIE EURASIA Institute for International Education GmbH,,,,,,,,,,13627,,,13627,,,,,,+493043727210,info@eurasia-institute.com,https://eurasia-institute.com/,,,True,52.53289379999999,13.2797555,True,True
4932662327,11003003,Piano Cano,52.52793539999999,13.447780199999999,POINT (13.4477802 52.5279354),0301,Pankow,Prenzlauer Berg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:4932662327,Piano Cano,,,,,,,,,,"Cotheniusstraße 3, 10407 Berlin",Cotheniusstraße,3,10407,Berlin,,,,,,,https://piano-cano.de/,,,True,52.52793539999999,13.447780199999999,True,True
5477749794,11007007,Samuel-Hahnemann-Schule,52.4544038,13.394612,POINT (13.394612 52.4544038),0703,Tempelhof-Schöneberg,Tempelhof,OSM,OSM_SCHOOLS,07E30,OSM_SCHOOLS,node:5477749794,Samuel-Hahnemann-Schule,,,,,,,,,,"Colditzstraße 34-36, 12099 Berlin",Colditzstraße,34-36,12099,Berlin,Fachverband Deutscher Heilpraktiker - Landesverband Berlin-Brandenburg e.V.,,,,,,,,,True,52.4544038,13.394612,True,True
5661514223,11008008,Schule am Hasenhegerweg,52.4227343,13.446827299999999,POINT (13.4468273 52.4227343),0803,Neukölln,Buckow,OSM,OSM_SCHOOLS,08S05,OSM_SCHOOLS,node:5661514223,Schule am Hasenhegerweg,,,,,,,,,,"Hasenhegerweg 12, 12353 Berlin",Hasenhegerweg,12,12353,Berlin,,,,,,,,,,True,52.4227343,13.446827299999999,True,True
5661514224,11008008,Lisa-Tetzner-Grundschule,52.422449699999994,13.4468112,POINT (13.4468112 52.4224497),0803,Neukölln,Buckow,OSM,OSM_SCHOOLS,08G34,OSM_SCHOOLS,node:5661514224,Lisa-Tetzner-Grundschule,,,,,,,,,,"Hasenhegerweg 12, 12353 Berlin",Hasenhegerweg,12,12353,Berlin,,,,,,,,,,True,52.422449699999994,13.4468112,True,True
5695079683,11011011,OTA - Tanyildiz Schweißtechnik,52.5236819,13.4885479,POINT (13.4885479 52.5236819),1103,Lichtenberg,Lichtenberg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:5695079683,OTA - Tanyildiz Schweißtechnik,,,,,,,,,,"Josef-Orlopp-Straße 45 - 49, 10365 Berlin",Josef-Orlopp-Straße,45 - 49,10365,Berlin,,,,,,,http://www.ota-schweisstechnik.de/,,,True,52.5236819,13.4885479,True,True
5790175872,11003003,Corrie-ten-Boom-Schule,52.53478189999999,13.4273152,POINT (13.4273152 52.5347819),0301,Pankow,Prenzlauer Berg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:5790175872,Corrie-ten-Boom-Schule,,,,,,,,,,"Christburger Straße 14C, 10405 Berlin",Christburger Straße,14C,10405,Berlin,Christburg Campus gGmbH,,,,,,,,,True,52.53478189999999,13.4273152,True,True
5790175875,11003003,Elisabeth-Abegg-Grundschule,52.534646499999994,13.4278408,POINT (13.4278408 52.5346465),0301,Pankow,Prenzlauer Berg,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:5790175875,Elisabeth-Abegg-Grundschule,,,,,,,,,,"Christburger Straße 14C, 10405 Berlin",Christburger Straße,14C,10405,Berlin,Christburg Campus gGmbH,,,,,,,,,True,52.534646499999994,13.4278408,True,True
5907019898,11007007,Privates Europa-Gymnasium Berlin,52.4858093,13.354125199999999,POINT (13.3541252 52.4858093),0701,Tempelhof-Schöneberg,Schöneberg,OSM,OSM_SCHOOLS,04P47,OSM_SCHOOLS,node:5907019898,Privates Europa-Gymnasium Berlin,,,,,,,,,,"Hauptstraße 27, 10827 Berlin",Hauptstraße,27,10827,Berlin,Privates Europa-Gymnasium Berlin GmbH,,,,,,,,,True,52.4858093,13.354125199999999,True,True
5997094437,11004004,Moser Schule Schweizer Gymnasium gGmbH,52.5095435,13.2634016,POINT (13.2634016 52.5095435),0405,Charlottenburg-Wilmersdorf,Westend,OSM,OSM_SCHOOLS,04P24,OSM_SCHOOLS,node:5997094437,Moser Schule Schweizer Gymnasium gGmbH,,,,,,,,,,,,,,,,,,,,,,,,True,52.5095435,13.2634016,True,True
6058583254,11001001,,52.5273506,13.406265599999998,POINT (13.4062656 52.5273506),0101,Mitte,Mitte,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:6058583254,,,,,,,,,,,"Mulackstraße 8, 10119 Berlin",Mulackstraße,8,10119,Berlin,Berlin Cosmopolitan School,,,,,,,,,True,52.5273506,13.406265599999998,True,True
6153498939,11004004,Institut für Verhaltenstherapie Berlin,52.4811108,13.288710199999999,POINT (13.2887102 52.4811108),0403,Charlottenburg-Wilmersdorf,Schmargendorf,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:6153498939,Institut für Verhaltenstherapie Berlin,,,,,,,,,,"Hohenzollerndamm 125;126, 14199 Berlin",Hohenzollerndamm,125;126,14199,Berlin,,,,,,,,,,True,52.4811108,13.288710199999999,True,True
6215800460,11001001,Mal- und Zeichenschule Prib,52.53753619999999,13.397698199999999,POINT (13.3976982 52.5375362),0101,Mitte,Mitte,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:6215800460,Mal- und Zeichenschule Prib,,,,,,,,,,"Brunnenstraße 45, 10115 Berlin",Brunnenstraße,45,10115,Berlin,,,,,,,https://www.kunstschule-prib.de/,,,True,52.53753619999999,13.397698199999999,True,True
6251995791,11001001,Produktionsschule Mitte,52.5505701,13.370469399999998,POINT (13.3704694 52.5505701),0106,Mitte,Gesundbrunnen,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,node:6251995791,Produktionsschule Mitte,,,,,,,,,,,,,,,Zukunftsbau GmbH,,,,,,https://zukunftsbau.de/,,,True,52.5505701,13.370469399999998,True,True
