spaeti_id,district_id,neighborhood_id,name,address,phone_number,email,website,latitude,longitude,opening_hours,district_name,neighborhood_name
10983736844,11004004,0401,E-Tankstelle,Pestalozzistraße,nan,nan,nan,52.507613,13.3156802,nan,Charlottenburg-Wilmersdorf,Charlottenburg
11025761916,11001001,0102,Spätkauf Spree,Beusselstraße,nan,nan,nan,52.5251037,13.328004,Mo-Th 09:00-00:00; Fr 09:00-01:00; Sa 10:00-01:00,Mitte,Moabit
11091254505,11001001,0101,MYCONBINI,Torstraße,nan,nan,https://www.myconbini.com/,52.5276639,13.4133166,Mo-Fr 11:00-19:00; Sa 12:00-18:00,Mitte,Mitte
11108713287,11003003,0301,Nubras Markt,Stubbenkammerstraße,nan,nan,nan,52.5420134,13.4245987,nan,Pankow,Prenzlauer Berg
11118514949,11001001,0101,Lido Multishop,Spandauer Straße,nan,nan,nan,52.5208623,13.4041395,nan,Mitte,Mitte
11153203140,11004004,0404,REWE To Go,Kronberger Straße,nan,nan,nan,52.4761353,13.2791162,nan,Charlottenburg-Wilmersdorf,Grunewald
11166253805,11004004,0402,Bamberger Späti,Bamberger Straße,nan,nan,nan,52.4962719,13.3370967,nan,Charlottenburg-Wilmersdorf,Wilmersdorf
11199678483,11001001,0106,Zwischen Bier und Angel,Neue Hochstraße,nan,nan,nan,52.5421838,13.3752598,nan,Mitte,Gesundbrunnen
11245474874,11003003,0301,E4,Eberswalder Straße,nan,nan,nan,52.5406942,13.4058763,nan,Pankow,Prenzlauer Berg
11284530895,11009009,0904,Sternchen Kiosk,Sterndamm,nan,nan,nan,52.4466877,13.5075971,Mo-Fr 10:00-18:00,Treptow-Köpenick,Johannisthal
11293017164,11008008,0801,Madame Hobrecht,Hobrechtstraße,nan,nan,nan,52.4931555,13.4253595,"Mo-Fr 07:00-19:00; Sa,Su 08:00-19:00",Neukölln,Neukölln
11373954350,11001001,0102,Tojo-Spätkauf,Bochumer Straße,nan,nan,nan,52.5232762,13.3379329,"Mo-Th 07:00-19:00, Fr-Sa 07:00-14:00",Mitte,Moabit
11505868352,11007007,0702,Kiosk Rubel,Schwalbacher Straße,+49 30 64327779,kioskrubel@web.de,https://kiosk-rubel.metro.biz/?lang=de,52.4704137,13.320449,nan,Tempelhof-Schöneberg,Friedenau
11539985823,11008008,0801,Star Kiosk,Sonnenallee,nan,nan,nan,52.4746314,13.4539033,nan,Neukölln,Neukölln
11608052734,11001001,0101,Japan Plaza,Rochstraße,nan,nan,nan,52.5227899,13.4080716,Mo-Sa 09:00-20:00,Mitte,Mitte
11648549442,11008008,0801,fastshop,Fuldastraße,nan,nan,nan,52.4825637,13.434064,nan,Neukölln,Neukölln
11675955592,11008008,0801,Spätkultur,Karl-Marx-Straße,nan,nan,nan,52.4827182,13.43269,nan,Neukölln,Neukölln
11755121587,11002002,0201,Boxi Stop,Boxhagener Straße,nan,nan,nan,52.5081103,13.4667129,nan,Friedrichshain-Kreuzberg,Friedrichshain
11758614202,11006006,0601,TJ’s Späti,Schloßstraße,nan,nan,nan,52.4537507,13.3158657,Mo-Su 07:00-00:00,Steglitz-Zehlendorf,Steglitz
11779106407,11004004,0407,Späti am Bahnhof,Hohenzollerndamm,nan,nan,nan,52.4884331,13.3008858,nan,Charlottenburg-Wilmersdorf,Halensee
11800119683,11002002,0202,Kiosk 61,Kottbusser Straße,nan,nan,nan,52.4978568,13.4185982,nan,Friedrichshain-Kreuzberg,Kreuzberg
11840842162,11008008,0801,Razzia,Hermannstraße,nan,nan,nan,52.4681312,13.4311506,nan,Neukölln,Neukölln
11924810849,11001001,0101,Cult Späti,Veteranenstraße,nan,nan,nan,52.5333502,13.4026991,nan,Mitte,Mitte
11963981061,11004004,0402,Giuseppetti,Südwestkorso,nan,nan,nan,52.4715095,13.3190218,"Mo-Fr 7:00-21:00,Sa 08:00-22:00,Su 10:00-21:00",Charlottenburg-Wilmersdorf,Wilmersdorf
11986351451,11003003,0301,Time Out,Schönhauser Allee,nan,nan,nan,52.5422592,13.4117926,nan,Pankow,Prenzlauer Berg
11990116897,11008008,0801,90 Minutes,Hermannstraße,nan,nan,nan,52.4762498,13.4264684,nan,Neukölln,Neukölln
12040633078,11002002,0202,Mein Spätkauf,Adalbertstraße,nan,nan,nan,52.5002941,13.4187311,nan,Friedrichshain-Kreuzberg,Kreuzberg
12043368755,11002002,0202,Urban 176,Urbanstraße,nan,nan,nan,52.4942586,13.4021463,nan,Friedrichshain-Kreuzberg,Kreuzberg
12118267291,11002002,0202,Lotto-Getränke-Tabakwaren,Oranienstraße,nan,nan,nan,52.5014557,13.419152,Mo-Su 09:00-24:00,Friedrichshain-Kreuzberg,Kreuzberg
12118457728,11001001,0101,etwas Spätkauf,Fehrbelliner Straße,nan,nan,nan,52.5323129,13.4058055,Mo-Fr 09:00-19:30; Sa 10:00-17:00,Mitte,Mitte
12129102970,11008008,0801,Multi Kulti Shop,Lichtenrader Straße,nan,nan,nan,52.476415,13.4201892,Mo-Sa 10:00-22:00,Neukölln,Neukölln
12160270078,11001001,0101,Lebensmittel,Brunnenstraße,nan,nan,nan,52.5362082,13.3978132,Mo-Fr 08:00-19:00; Sa 08:00-18:00,Mitte,Mitte
12176945401,11001001,0101,Spätkauf,Köpenicker Straße,nan,nan,nan,52.5112073,13.4160764,nan,Mitte,Mitte
12259425156,11007007,0706,Eurogida Lichtenrade,Lichtenrader Damm,+49 30 28 44 58 80,nan,https://www.eurogida.de/filialen/#lichtenrade,52.4047249,13.4057108,Mo-Sa 08:00-20:00,Tempelhof-Schöneberg,Lichtenrade
12298833010,11007007,0704,Shell Shop,Mariendorfer Damm,nan,nan,nan,52.4360457,13.3884045,nan,Tempelhof-Schöneberg,Mariendorf
12301084001,11010010,1002,Jet,Köpenicker Straße,+49 30 51064070,nan,https://www.jet-tankstellen.de/kraftstoff/filialfinder/XJ05766/,52.4959113,13.562842,Mo-Fr 05:00-22:00; Sa 05:30-22:00; Su 06:00-22:00,Marzahn-Hellersdorf,Biesdorf
12309529401,11003003,0301,Spätkauf MiniMarkt,Gleimstraße,nan,nan,nan,52.5474804,13.4125645,Mo-Su 10:00-24:00,Pankow,Prenzlauer Berg
12323846407,11003003,0302,Neptun Späti,Langhansstraße,nan,nan,nan,52.5497198,13.4466577,nan,Pankow,Weißensee
12475391575,11008008,0801,Getränkeshop,Karl-Marx-Straße,nan,nan,nan,52.4706417,13.4412273,nan,Neukölln,Neukölln
12484517625,11012012,1202,The 25 Hours Store,Berliner Straße,nan,nan,nan,52.589449,13.2834621,nan,Reinickendorf,Tegel
12588387837,11003003,0307,Total,Am Feuchten Winkel,+49 30 4742621,nan,http://store.total.de/germany/store-total-de/berlin/berlin-am-feuchten-winkel-11/ND020255,52.5821047,13.4324097,24/7,Pankow,Pankow
12637232301,11003003,0302,Kiosk & Späti,Rennbahnstraße,nan,nan,nan,52.5604576,13.4588015,Mo-Th 07:00-00:00; Fr 07:00-01:00; Sa 08:00-00:00; Su 10:00-23:00,Pankow,Weißensee
12676233501,11002002,0201,Bunter Laden,Blumenstraße,+49 30 24723822,Bunter_laden@yahoo.com,https://www.bunterladen.shop,52.5172414,13.432504,Mo-Fr 10:00-17:30; Sa 10:00-14:00,Friedrichshain-Kreuzberg,Friedrichshain
12691114993,11001001,0102,Mian Market,Birkenstraße,nan,nan,https://www.mianmarket.de/,52.531741,13.3442708,Mo-Su 10:00-20:00,Mitte,Moabit
12725939903,11006006,0603,Zainab's Multishop Späti,Kamenzer Damm,nan,nan,nan,52.4336907,13.3597406,nan,Steglitz-Zehlendorf,Lankwitz
12772285466,11002002,0201,Voigt Späti,Voigtstraße,nan,nan,nan,52.516312,13.4685364,nan,Friedrichshain-Kreuzberg,Friedrichshain
12793386255,11011011,1112,Confetti MiniMarket Spätkauf Späti,Nöldnerstraße,+493055631177,nan,nan,52.5019872,13.4792815,Mo–Fr 11:00–21:00; So 12:00–21:00,Lichtenberg,Rummelsburg
12829967540,11003003,0301,Späti Gate1,Danziger Straße,nan,nan,nan,52.5409924,13.4134536,nan,Pankow,Prenzlauer Berg
12843851508,11002002,0201,City Shop,Frankfurter Allee,nan,nan,nan,52.5135742,13.4739177,"Mo-Fr 08:00-19:00, Sa 08:00-16:00",Friedrichshain-Kreuzberg,Friedrichshain
12856273035,11004004,0401,Nehring Kiosk,Nehringstraße,nan,nan,nan,52.513624,13.2946261,Mo-Fr 07:00-20:00; Sa 08:00-16:00; PH Su off,Charlottenburg-Wilmersdorf,Charlottenburg
12858786225,11001001,0101,The Market,Tucholskystraße,nan,nan,nan,52.5266376,13.3932471,nan,Mitte,Mitte
12909656554,11007007,0704,Mohikan Spätkauf,Mariendorfer Damm,nan,nan,nan,52.4381457,13.3881351,nan,Tempelhof-Schöneberg,Mariendorf
12915931140,11008008,0801,dies & das,Boddinstraße,nan,nan,nan,52.4801609,13.4291902,Mo-Su 07:00-02:00,Neukölln,Neukölln
12926298378,11003003,0302,Asia Lebensmittel,Berliner Allee,nan,nan,nan,52.5486862,13.4535649,Mo-Sa 08:00-20:00; Su 09:00-16:00,Pankow,Weißensee
12956844762,11011011,1103,Kiosk Liese,Frankfurter Allee,nan,nan,nan,52.5112571,13.495689,Mo-Th 09:30-20:00; Fr 09:30-22:00; Sa 10:00-22:00; Su 10:00-20:00,Lichtenberg,Lichtenberg
13000132702,11002002,0202,Spätkauf am Bad,Wiener Straße,nan,nan,nan,52.4974323,13.4312857,nan,Friedrichshain-Kreuzberg,Kreuzberg
13041168046,11003003,0301,Kiezladen Cihê Me,Prenzlauer Allee,nan,nan,nan,52.5464369,13.4276832,nan,Pankow,Prenzlauer Berg
13049908236,11004004,0402,Hanguk Markt,Uhlandstraße,nan,nan,nan,52.4885882,13.3224306,nan,Charlottenburg-Wilmersdorf,Wilmersdorf
13114861708,11011011,1112,Bangla Bazar,Frankfurter Allee,nan,nan,nan,52.510751,13.5016798,nan,Lichtenberg,Rummelsburg
13135186401,11007007,0701,scoom,General-Pape-Straße,nan,nan,nan,52.4760859,13.3648649,24/7,Tempelhof-Schöneberg,Schöneberg
13203605001,11003003,0304,momoga,Prenzlauer Promenade,nan,nan,http://momoga.de,52.5571405,13.4294522,Mo-Fr 14:00-20:00; Sa 10:00-20:00,Pankow,Heinersdorf
13289688781,11007007,0703,ZZ Balkan Shop Berlin,Germaniastraße,017647387759,nan,nan,52.464107,13.3994745,Mo-Sa 10:00-18:00,Tempelhof-Schöneberg,Tempelhof
13306244164,11002002,0201,Minimarkt,Markgrafendamm,nan,nan,nan,52.499581,13.4661453,*,Friedrichshain-Kreuzberg,Friedrichshain
