id,name,brand,operator,latitude,longitude,district_id,district_name,neighborhood_id,neighborhood_name,phone,website
427670057,Sheran Späti + Hermes Paketshop,,,52.5120549,13.4970713,11011011,Lichtenberg,1103,Lichtenberg,,
427670062,Kiez-Shop,,,52.5117432,13.4974878,11011011,Lichtenberg,1103,Lichtenberg,,
428553725,Post & More,,,52.4673608,13.3312565,11007007,Tempelhof-Schöneberg,0702,Friedenau,,
429729075,City-Kiosk,,,52.4899925,13.3602113,11007007,Tempelhof-Schöneberg,0701,Schöneberg,,
429772561,,,,52.4478989,13.2808103,11006006,Steglitz-Zehlendorf,0605,Dahlem,,
430126697,Obst und Gemüse,,,52.5028638,13.4543186,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
431655696,LPG,,,52.5098271,13.4622545,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,030 29351437,
434492758,Supermarkt Rose,,,52.5374568,13.2033126,11005005,Spandau,0501,Spandau,,
438145041,Postshop Lichtenberg,,,52.5026134,13.4911077,11011011,Lichtenberg,1112,Rummelsburg,,
438150623,Mini Markt,,,52.503197,13.4914514,11011011,Lichtenberg,1112,Rummelsburg,,
440971671,Mini Market Alper,,,52.5510932,13.3564031,11001001,Mitte,0105,Wedding,,
441513730,Hakim Gida,,,52.4609503,13.4346275,11008008,Neukölln,0802,Britz,,
442749323,Spät-Shop,,,52.4673029,13.4403109,11008008,Neukölln,0801,Neukölln,,
448594622,Späti am Schlesi,,,52.5010985,13.441111,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
452385593,Multi Spätkauf,,,52.5509168,13.5100245,11011011,Lichtenberg,1110,Alt-Hohenschönhausen,,
454251024,Spätcampus,,,52.4860909,13.4351467,11008008,Neukölln,0801,Neukölln,+4915731666909,
458138650,Spätkauf Olive,,,52.5211339,13.4465218,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
458752207,Mariendorfer back & spätkauf,,,52.4405026,13.3878363,11007007,Tempelhof-Schöneberg,0704,Mariendorf,,
466481626,DB Service Point,,,52.4676578,13.4308106,11008008,Neukölln,0801,Neukölln,,
473066908,Gino´s Späti,,,52.4220522,13.2992739,11006006,Steglitz-Zehlendorf,0602,Lichterfelde,,
473629401,Soldiner Späti,,,52.5578099,13.3900362,11001001,Mitte,0106,Gesundbrunnen,,
476259949,Heimgetränke,,,52.4816447,13.4441313,11008008,Neukölln,0801,Neukölln,,
477454198,Steh-Cafe,,,52.4679126,13.4427173,11008008,Neukölln,0801,Neukölln,,
497835260,Lotto Zeitungen Uray,,,52.4823539,13.4539374,11008008,Neukölln,0801,Neukölln,,
502357232,,,,52.4663305,13.4702327,11008008,Neukölln,0801,Neukölln,,
506197795,Lateshop Café Roj,,,52.544033,13.4242868,11003003,Pankow,0301,Prenzlauer Berg,,
522780551,Presse Tabak / Hermes Paket Shop,,,52.5548991,13.38937,11001001,Mitte,0106,Gesundbrunnen,,
524769051,Minimarkt Tegel,,,52.5891787,13.2803819,11012012,Reinickendorf,1202,Tegel,,
530715886,,,,52.541734,13.3575427,11001001,Mitte,0105,Wedding,,
530715910,Spätkauf & Backwaren,,,52.542862,13.3590534,11001001,Mitte,0105,Wedding,,
534120307,,,,52.555733,13.3422335,11001001,Mitte,0105,Wedding,,
539491913,Spätkauf,,,52.4672572,13.4893514,11009009,Treptow-Köpenick,0903,Baumschulenweg,,
541077709,Spätkauf 19,,,52.5406899,13.4161081,11003003,Pankow,0301,Prenzlauer Berg,,
546677907,,,,52.5484756,13.5043404,11011011,Lichtenberg,1110,Alt-Hohenschönhausen,,
560524658,Asia Markt Frischekorb,,,52.5472275,13.4157637,11003003,Pankow,0301,Prenzlauer Berg,,
560525457,Verbrauchermarkt,,,52.5454075,13.4204087,11003003,Pankow,0301,Prenzlauer Berg,,
567546833,Petersburger Getränke Shop,,,52.5227373,13.4496607,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
567546844,Eberty Point,,,52.523981,13.4527734,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
573381061,Quang Loi,,,52.5128191,13.4673128,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
576051172,Lebensmittel,,,52.5129377,13.4658832,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
576051178,Euro Spätkauf,,,52.514379,13.4659476,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
577380846,Papki,,,52.5461354,13.4180767,11003003,Pankow,0301,Prenzlauer Berg,,
586663202,Minimarkt,,,52.5132812,13.4713536,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
588552735,Insaf Supermarkt,,Basharmal Sherzad,52.5494813,13.4555878,11003003,Pankow,0302,Weißensee,+49-30-97008224,
615607323,Kiosk,,,52.4791724,13.449827,11008008,Neukölln,0801,Neukölln,,
616284708,Kiezshop am Stadtpark,,,52.5200009,13.4793952,11011011,Lichtenberg,1103,Lichtenberg,,
618020078,AK44,,,52.4732403,13.455277,11008008,Neukölln,0801,Neukölln,,
618021342,MiniMarkt,,,52.4682342,13.4672291,11008008,Neukölln,0801,Neukölln,,
620704357,laube shop,,,52.4825323,13.4409421,11008008,Neukölln,0801,Neukölln,,
620704359,,,,52.483436,13.4360938,11008008,Neukölln,0801,Neukölln,,
620704361,Orient Rösterei,,,52.4826695,13.4376011,11008008,Neukölln,0801,Neukölln,,
626304112,Corner,,,52.5344555,13.4305661,11003003,Pankow,0301,Prenzlauer Berg,,
639566330,Backshop & Kiosk,,,52.4933967,13.2958852,11004004,Charlottenburg-Wilmersdorf,0407,Halensee,,
644658972,Tabak Getränke Kaffee,,,52.5538775,13.383155,11001001,Mitte,0106,Gesundbrunnen,,
644659553,Zeitungsladen Parlak,,GLS,52.5504533,13.3788501,11001001,Mitte,0106,Gesundbrunnen,,
646577061,S. Balz,,,52.5029438,13.3428732,11007007,Tempelhof-Schöneberg,0701,Schöneberg,,
652049362,,,,52.4239422,13.4367583,11008008,Neukölln,0803,Buckow,,
661092203,,,,52.5145945,13.304677,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
667211374,(& DHL-Pakete),,,52.5192234,13.2572358,11004004,Charlottenburg-Wilmersdorf,0405,Westend,,
667858504,Kiezkauf,,,52.5033965,13.4120065,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
668246079,Zeitungsoase,,,52.449849,13.2513323,11006006,Steglitz-Zehlendorf,0604,Zehlendorf,,
674019820,Kiosk,,Deutsche Post,52.5430615,13.3926865,11001001,Mitte,0106,Gesundbrunnen,,
678967934,Bonbonwasser,,,52.5514691,13.3578197,11001001,Mitte,0105,Wedding,,
685354675,Oma Wenda,,,52.5094753,13.4985107,11011011,Lichtenberg,1112,Rummelsburg,,
697714204,La Bodega,,,52.5342305,13.4086992,11003003,Pankow,0301,Prenzlauer Berg,,
697907411,Spätkauf -Late Shopping,,,52.5488264,13.4140802,11003003,Pankow,0301,Prenzlauer Berg,,
699713742,Boysen Späti,,,52.5082964,13.480045,11011011,Lichtenberg,1103,Lichtenberg,,
700775293,Cleopatra's Oriental Food,,,52.5064642,13.4959683,11011011,Lichtenberg,1112,Rummelsburg,,
700775294,Trang Asia Supermarkt,,,52.5067828,13.4965201,11011011,Lichtenberg,1112,Rummelsburg,+49 152 36763353,
703744109,,,,52.4031371,13.5072516,11008008,Neukölln,0804,Rudow,,
707353241,Spätkauf Öztep,,,52.5508319,13.3787053,11001001,Mitte,0106,Gesundbrunnen,,
707452472,Backwaren,,,52.5463987,13.3696159,11001001,Mitte,0106,Gesundbrunnen,,
707490367,Kiosk,,,52.552227,13.3821164,11001001,Mitte,0106,Gesundbrunnen,,
715203874,Köker Kiosk,,Nevzat Köker,52.4734336,13.2990118,11004004,Charlottenburg-Wilmersdorf,0403,Schmargendorf,+493082407726,
725621498,Spætkauf am Rüdi,,,52.4727399,13.3140969,11004004,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,,
730172938,Spätshop,,Knauf Automaten,52.493188,13.3668589,11007007,Tempelhof-Schöneberg,0701,Schöneberg,,
731948133,Bodega,,,52.500549,13.3637729,11001001,Mitte,0104,Tiergarten,,
735944510,CAN KIOSK,,,52.4446383,13.5681553,11009009,Treptow-Köpenick,0910,Köpenick,,
736620808,Kiezladen,,,52.4746512,13.4232443,11008008,Neukölln,0801,Neukölln,,
736787803,Pi pa po,,,52.5278335,13.4100874,11001001,Mitte,0101,Mitte,,
745722560,Kiosk,,,52.4897193,13.4334928,11008008,Neukölln,0801,Neukölln,,
745729558,Small All,,,52.487789,13.431657,11008008,Neukölln,0801,Neukölln,,
745733025,small all,,,52.4879348,13.430489,11008008,Neukölln,0801,Neukölln,,
746478626,Honigbienchen Späti & Bakery,,,52.4875623,13.4375216,11008008,Neukölln,0801,Neukölln,,
746853061,Babylon Café Bar,,,52.5802548,13.3988194,11003003,Pankow,0311,Niederschönhausen,,
746901006,,,,52.4880929,13.3397773,11007007,Tempelhof-Schöneberg,0701,Schöneberg,,
747845608,Café Kiez,,,52.4553748,13.5765726,11009009,Treptow-Köpenick,0910,Köpenick,,
750510981,,,,52.5526259,13.4392796,11003003,Pankow,0302,Weißensee,,
752266387,,,,52.4703259,13.4796229,11009009,Treptow-Köpenick,0903,Baumschulenweg,,
752995887,Rixdorfer Getränke,,,52.4739877,13.4434343,11008008,Neukölln,0801,Neukölln,,
753361458,Flick Flack,,,52.5704399,13.410203,11003003,Pankow,0307,Pankow,,
753467611,,,,52.5712603,13.4102412,11003003,Pankow,0307,Pankow,,
760002896,Muris Späti,,,52.4719128,13.4458503,11008008,Neukölln,0801,Neukölln,,
760002901,Dr. Billy's Getränke,,,52.4715943,13.4430406,11008008,Neukölln,0801,Neukölln,,
765576017,,,,52.42549,13.2528388,11006006,Steglitz-Zehlendorf,0604,Zehlendorf,,
769270131,Naturkost,,,52.5745998,13.357608,11012012,Reinickendorf,1201,Reinickendorf,,
769318432,,,,52.5014489,13.4190952,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
769849999,Resi's Spät Shop,,,52.566405,13.3632915,11012012,Reinickendorf,1201,Reinickendorf,,
778710944,Spätkauf,,,52.537337,13.4081356,11003003,Pankow,0301,Prenzlauer Berg,,
778710967,Polat's Minimarkt,,,52.5401664,13.4111403,11003003,Pankow,0301,Prenzlauer Berg,,
783442851,Späti,,,52.5409467,13.4136963,11003003,Pankow,0301,Prenzlauer Berg,,
784381069,Lotto,,,52.5745181,13.3548337,11012012,Reinickendorf,1201,Reinickendorf,,
790502632,Dilek,,,52.532597,13.4207405,11003003,Pankow,0301,Prenzlauer Berg,,
803582040,Brra Späti,,,52.5496181,13.45622,11003003,Pankow,0302,Weißensee,,
811203054,Backshop & Kiosk,,,52.5323146,13.3498902,11001001,Mitte,0102,Moabit,,
838429741,Käptn Kiez,,,52.506133,13.4655484,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
838429759,Kiosk 24,,,52.5049744,13.4674633,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
838429794,Die Späti Brüder,,,52.5046457,13.4678618,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
845055641,,,,52.6892438,13.2803171,,,,,,
846251052,Bio Grande,,Dirk Ludwig,52.4713935,13.3231813,11007007,Tempelhof-Schöneberg,0702,Friedenau,+493085103648,https://bio-grande.de/
847906246,Bistro Edison,,,52.4675348,13.5130053,11009009,Treptow-Köpenick,0909,Oberschöneweide,+49 176 66668659,
847907650,Spätkauf 63,,,52.4669419,13.5133836,11009009,Treptow-Köpenick,0909,Oberschöneweide,,
848169211,Kreuznacher Markt,,,52.4668756,13.3198096,11006006,Steglitz-Zehlendorf,0601,Steglitz,,
854535872,Zum Freund,,,52.4769516,13.419938,11008008,Neukölln,0801,Neukölln,,
861837755,Karam Al-Sham,,,52.4575426,13.3843486,11007007,Tempelhof-Schöneberg,0703,Tempelhof,,
863962594,Kiez Shop,,,52.5058829,13.4703076,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
863962795,Boxi Spätshop,,,52.5072131,13.4684572,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
863962912,Svenni's Nachtshop,,,52.5055336,13.4699372,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
867497539,Back und Späti Zwang,,,52.5255327,13.3303661,11001001,Mitte,0102,Moabit,,
871561403,#mein Spätkauf,,,52.5017703,13.4179467,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
871567939,,,,52.4998613,13.4179577,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
871642359,,,,52.5001315,13.4181192,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
872567941,Spätkauf Usta,,,52.5019791,13.4196108,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
874259347,Getränke Presseshop,,,52.4995687,13.417085,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
874265690,Özlem,,,52.5002066,13.4177077,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
886089002,Checkpoint Ali,,,52.4982415,13.4288427,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
886154881,,,,52.4987698,13.4273223,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
892846138,Messeshop,,,52.5033167,13.2729509,11004004,Charlottenburg-Wilmersdorf,0405,Westend,,
918358570,,,,52.5175352,13.293469,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
939667453,,,,52.5413191,13.3484826,11001001,Mitte,0105,Wedding,,
939667458,Media Point,,,52.5416669,13.3494233,11001001,Mitte,0105,Wedding,,
942631871,,,,52.4891213,13.4084604,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
945142182,,,Deutsche Post,52.4210328,13.5389405,11009009,Treptow-Köpenick,0906,Altglienicke,,
947301033,Lebensmittel und Getränke,,,52.5533409,13.4083302,11003003,Pankow,0301,Prenzlauer Berg,,
947968184,HEIM Getränke2,,,52.4904132,13.4102485,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
947978148,C@ll Shop,,,52.4894565,13.4084449,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
948130088,,,,52.4918458,13.412318,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
948655799,Wirkaufenbastlerfahrzeuge.de,,,52.4213368,13.5031786,11008008,Neukölln,0804,Rudow,,
959231215,Arslan's Mix,,,52.4916744,13.4143561,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
960164645,Tante Emma Laden,,,52.5288187,13.317796,11001001,Mitte,0102,Moabit,,
966564742,Getränkekiosk,,,52.5318464,13.3992362,11001001,Mitte,0101,Mitte,,
975312186,BisSpäter,,,52.5227533,13.4012964,11001001,Mitte,0101,Mitte,,
988401415,Mini-Markt,,,52.445943,13.500479,11009009,Treptow-Köpenick,0904,Johannisthal,+49 30 6311067,
991750714,latenight shop,,,52.4938895,13.4218188,11008008,Neukölln,0801,Neukölln,,
996225627,Bistro Alex,,,52.5240885,13.4112437,11001001,Mitte,0101,Mitte,,
1003878962,Getränke Pistor,,,52.5215787,13.4548622,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1003885734,Panorama Spätkauf,,,52.5272929,13.4500121,11003003,Pankow,0301,Prenzlauer Berg,,
1015808330,Eylauer Markt,,,52.4871348,13.3747709,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,+49 7809 7463,
1028138858,Backshop Tabak&Presse,,,52.4885157,13.4287783,11008008,Neukölln,0801,Neukölln,,
1032978607,Lotto und Zeitschriften Friese,,,52.5355242,13.4963824,11011011,Lichtenberg,1110,Alt-Hohenschönhausen,,
1045536192,Momega,,,52.4813582,13.3499269,11007007,Tempelhof-Schöneberg,0701,Schöneberg,,
1078531596,NuN Kiosk,,,52.4198078,13.2490193,11006006,Steglitz-Zehlendorf,0604,Zehlendorf,,
1078729678,,,,52.4604004,13.3236808,11006006,Steglitz-Zehlendorf,0601,Steglitz,,
1080839731,Teheran Kiosk,,,52.4389135,13.2624681,11006006,Steglitz-Zehlendorf,0604,Zehlendorf,,
1092250109,Kiezmarkt mediterrane Welt,,,52.5154783,13.290879,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
1092674698,Natura Organics,,,52.5102561,13.454931,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1095435039,Asia Mini Shop,,,52.5402467,13.4158448,11003003,Pankow,0301,Prenzlauer Berg,,
1100350416,Danziger Express,,,52.5394809,13.4238961,11003003,Pankow,0301,Prenzlauer Berg,,
1102313854,Lotto Kiosk,,,52.4310434,13.2594594,11006006,Steglitz-Zehlendorf,0604,Zehlendorf,,
1109675825,Asien Supermarkt Hao Cai Lei,,,52.4854176,13.4268834,11008008,Neukölln,0801,Neukölln,,
1112696138,,,,52.4345549,13.2498387,11006006,Steglitz-Zehlendorf,0604,Zehlendorf,,
1116716789,Lebensmittel,,,52.5348466,13.437918,11003003,Pankow,0301,Prenzlauer Berg,,
1134198993,Kiez Kiosk,,,52.5255374,13.3913167,11001001,Mitte,0101,Mitte,,
1140906805,Ellîka Spätkauf,,,52.5065512,13.4698185,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1140914372,City Kiosk,,,52.5100791,13.4620544,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1140926746,K Mini Markt,,,52.5157165,13.4399122,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1140927943,Spätkauf am Ostbahnhof,,,52.5110245,13.4356582,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1140928753,Spätkauf Lebensmittel,,,52.5230609,13.4344701,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1140930611,Spätshop 68,,,52.519883,13.4516496,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1140935486,Para Spätkauf,,,52.5222261,13.449453,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1147244150,dicker Hermann,,,52.5315376,13.4153398,11003003,Pankow,0301,Prenzlauer Berg,,
1161375510,Jüli Späti,,,52.5534498,13.3921872,11001001,Mitte,0106,Gesundbrunnen,,
1165884653,I ♥️ Drink's Kiosk,,,52.4870859,13.4291663,11008008,Neukölln,0801,Neukölln,,
1170348050,Spätkauf,,,52.5510048,13.3679903,11001001,Mitte,0106,Gesundbrunnen,,
1172023257,Wohnung Werkstatt Garten Shop,,,52.6069342,13.4217062,11003003,Pankow,0310,Französisch Buchholz,,
1181625810,Esperanto,,,52.5091058,13.4555933,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1199946538,s-bahn,,,52.5067288,13.2830155,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
1203130389,,,,52.5592878,13.4063543,11003003,Pankow,0307,Pankow,,
1207272598,"Beyer, Antje, Tabakwaren, Zeitschriften",,,52.6138552,13.3440574,11012012,Reinickendorf,1208,Lübars,,http://www.pointoo.de/poi/Berlin/Antje-Beyer-Tabakwaren-Zeitschriften-2440408.html
1209659437,IBO SHOP,,,52.491245,13.385533,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1213234319,Gleim Shop,,,52.5469795,13.4071727,11003003,Pankow,0301,Prenzlauer Berg,,
1221375859,Sipan Spätverkauf,,,52.5087859,13.4973357,11011011,Lichtenberg,1112,Rummelsburg,,
1224130504,,,,52.4819057,13.3206171,11004004,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,,
1229435273,Borsa,,,52.5102675,13.3053735,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
1250478497,,,,52.4925563,13.4161849,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1251129216,Spätkauf,,,52.5375585,13.4111971,11003003,Pankow,0301,Prenzlauer Berg,,
1254238967,"Asia Lebensmittel, Tee & Geschenkartikel",,,52.5887885,13.2856406,11012012,Reinickendorf,1202,Tegel,,
1255588542,kinzi discount,,,52.4923613,13.4169147,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1258615840,Spätshop,,,52.5236611,13.4391265,11002002,Friedrichshain-Kreuzberg,0201,Friedrichshain,,
1259381388,Minimarkt Mura,,Thi Hanh Mura,52.5014008,13.4934074,11011011,Lichtenberg,1112,Rummelsburg,,
1262166743,24 H Shop,,,52.4568134,13.384211,11007007,Tempelhof-Schöneberg,0703,Tempelhof,,
1262345388,,,,52.5337892,13.3502992,11001001,Mitte,0102,Moabit,,
1269798909,Kiosk 21,,,52.5541616,13.3397118,11001001,Mitte,0105,Wedding,,
1271608613,,,Ali Bulut,52.5546211,13.3452717,11001001,Mitte,0105,Wedding,,
1286396471,,,,52.4657883,13.4710749,11008008,Neukölln,0801,Neukölln,,
1288393736,,,,52.5670317,13.3115082,11012012,Reinickendorf,1201,Reinickendorf,,
1293209218,Minimarkt,,,52.5143319,13.4929949,11011011,Lichtenberg,1103,Lichtenberg,,
1300143979,Daisy's Cafe,,,52.4983753,13.3915344,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1300143980,Lotto-Presse-Tabak Wielannd,,,52.4992718,13.3904983,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1305230438,Sultan Shop,,,52.518017,13.3168638,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
1305796906,Back & Späti,,,52.4290688,13.341326,11006006,Steglitz-Zehlendorf,0603,Lankwitz,,
1307115292,Sarikiz Spätkauf 44,,,52.4687842,13.4302906,11008008,Neukölln,0801,Neukölln,,
1311121901,Iran Shop,,,52.5062656,13.3113681,11004004,Charlottenburg-Wilmersdorf,0401,Charlottenburg,,
1313284328,neon Spätkauf,,,52.5545943,13.4156184,11003003,Pankow,0307,Pankow,,https://www.neon-sptkauf-berlin.de
1313963462,Geko Tabak Presse,,,52.5318516,13.3439977,11001001,Mitte,0102,Moabit,,
1315201887,Spätkauf,,,52.489136,13.4509862,11009009,Treptow-Köpenick,0901,Alt-Treptow,,
1320138052,Eis Mari,,,52.4980049,13.4211603,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1324860212,Späti Shop bei Baba,,,52.4591429,13.5253076,11009009,Treptow-Köpenick,0909,Oberschöneweide,,
1327231904,Bioladen,,,52.4916836,13.4169394,11002002,Friedrichshain-Kreuzberg,0202,Kreuzberg,,
1327867358,,,,52.460877,13.3396749,11006006,Steglitz-Zehlendorf,0601,Steglitz,,
1332197461,,,,52.47496,13.3428619,11007007,Tempelhof-Schöneberg,0701,Schöneberg,,
