id,clinic_name,address,district,district_id,neighborhood,neighborhood_id,lor_id,latitude,longitude,geometry,operating_hours,contact_info,accessibility_features,data_source,source_osm_id,has_minimum_info
1492682203,Bruno-Baum-Straße 75,"Bruno-Baum-Straße 75, 12685.0 Berlin",Marzahn-Hellersdorf,11010010,Marzahn,1001,re_ortsteil.1001,52.5355029,13.5426037,POINT (13.5426037 52.5355029),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1492682203,True
1504191018,Tierarztpraxis O.C. Lombardi,"Britzer Damm 13, 12347.0 Berlin",Neukölln,11008008,Britz,0802,re_ortsteil.0802,52.4617945,13.4350014,POINT (13.4350014 52.46179449999999),"Mo-Sa 10:00-12:00, Mo,Th 16:00-19:00, Tu,Fr 16:00-18:00",phone: +49 30 6251547; web: https://www.lombardi-berlin.de/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1504191018,True
1607627062,Naturheilpraxis Dr. Hanik,"Schulstraße, 13591 Berlin",Spandau,11005005,Staaken,0504,re_ortsteil.0504,52.5303117,13.1363236,POINT (13.1363236 52.5303117),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1607627062,True
1766858344,Tierarztpraxis Tanja Lück,"Ernststraße 59, 13509.0 Berlin",Reinickendorf,11012012,Borsigwalde,1211,re_ortsteil.1211,52.5838893,13.3006927,POINT (13.3006927 52.5838893),"Mo-We 09:00-13:00,16:00-19:00; Th 15:00-20:00; Fr 09:00-13:00,16:00-19:00; PH off",phone: +493043726783; web: https://www.tanja-lueck.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1766858344,True
1791397445,Tierarzt-Praxis Ralf Boxhammer,"Kinzerallee, 12555 Berlin",Treptow-Köpenick,11009009,Köpenick,0910,re_ortsteil.0910,52.4544641,13.5780156,POINT (13.5780156 52.4544641),"Mo,We 09:00-12:00; Tu,Th,Fr 14:00-17:00; Sa,Su 11:00-13:00",,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1791397445,True
1832317052,Tierarztpraxis Michael Voigt,"Ernststraße 9, 12437.0 Berlin",Treptow-Köpenick,11009009,Baumschulenweg,0903,re_ortsteil.0903,52.465439,13.4889671,POINT (13.4889671 52.465439),"Mo 09:00-12:00,15:00-18:00; Tu 13:00-18:00; We 09:00-12:00; Th 09:00-12:00,15:00-18:00; Fr 13:00-18:00",phone: +49 30 532 9481; web: https://tierarzt-voigt.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1832317052,True
1882067156,filu,"Olivaer Platz 15, 10707.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.4998738,13.3142714,POINT (13.3142714 52.4998738),,,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1882067156,True
1905963733,Tierarztpraxis Bärenwiese/ Tiernotarzt Berlin,"Uhlandstraße 151, 10719.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.497396,13.3245464,POINT (13.3245464 52.497396),"Mo 08:00-20:00; Tu-Fr 10:00-20:00; Sa,Su 10:00-13:00",phone: +49 30 23362627; web: https://www.tierarzt-baerenwiese.de/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1905963733,True
1914085674,Tierarztpraxis am Bundesplatz,"Detmolder Straße 3, 10715.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4788705,13.3269233,POINT (13.3269233 52.4788705),"Mo,Tu,Th,Fr 09:00-12:00,16:00-18:00; We 09:00-11:00; Sa 10:00-12:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1914085674,True
1965863459,"Dr. Demmler, Dr. Wehming","Wiener Straße 25, 10999.0 Berlin",Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,re_ortsteil.0202,52.4969564,13.4325994,POINT (13.4325994 52.4969564),"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00; Su 10:00-11:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1965863459,True
1978736705,Tierarzt Scheibner,"Dörpfeldstraße 46, 12489.0 Berlin",Treptow-Köpenick,11009009,Adlershof,0907,re_ortsteil.0907,52.4380728,13.5481783,POINT (13.5481783 52.438072799999986),"Mo-Sa 09:00-11:00; Mo,We 16:00-18:30; Tu 18:30-20:30; Fr 16:00-18:00; PH off  || ""Nach Vereinbarung""",phone: +49 30 677 54 03; web: https://www.tierarzt-adlershof.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/1978736705,True
2000251280,Tierarztpraxis am Lietzenseepark,"Riehlstraße 3, 14057.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.509309,13.2859209,POINT (13.2859209 52.509309),"Mo-Fr 09:00-12:00 16:00-19:00, Sa 11:00-13:00, Mo-Fr 12:00-16:00 ""nur mit Voranmeldung""",phone: +49 30 3215058; email: mail@tierarztpraxis-am-lietzenseepark.de; web: https://tierarztpraxis-am-lietzenseepark.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2000251280,True
2018939619,Tierarztpraxis Dr. H. Brieger,"Anhaltinerstraße 2A, 14163 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.431227,13.2561565,POINT (13.2561565 52.431227),"Mo-We, Fr 09:30-11:00,16:00-19:00; Th 16:00-19:00; Sa 09:30-11:00",phone: +49 30 8015852; web: https://www.dr-brieger.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2018939619,True
2021286582,Esther Bartels,"Mommsenstraße 43, 10629 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.503473,13.3067983,POINT (13.3067983 52.503473),,,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2021286582,True
2099577566,Tierarztpraxis Dr. Veit-Uwe Stuhrberg,"Bernulfstraße 43-45, 12524.0 Berlin",Treptow-Köpenick,11009009,Altglienicke,0906,re_ortsteil.0906,52.4127843,13.541714,POINT (13.541714 52.412784299999984),"Mo,Tu,Th,Fr 09:00-11:00,16:00-19:00; We 09:00-11:00; Sa 09:00-11:00",phone: +49 30 6723384; web: https://www.tierarztpraxis-altglienicke.de/,no – Grössere Treppe (abwärts) zum Eingang,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2099577566,True
2132599964,Dr. med. vet. Ulrich Bemm,"Krummenseer Straße 10, 12685.0 Berlin",Marzahn-Hellersdorf,11010010,Marzahn,1001,re_ortsteil.1001,52.541678,13.5721215,POINT (13.5721215 52.541678),"Mo 13:00-18:00, Tu 10:00-15:00; We 10:00-15:00; Th 13:00-18:00; Fr 10:00-15:00",phone: +49 30 54378250; web: https://www.tierarzt-bemm.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2132599964,True
2136188609,Tierarztpraxis Vesmes,"Blumberger Damm 158, 12685.0 Berlin",Marzahn-Hellersdorf,11010010,Marzahn,1001,re_ortsteil.1001,52.54542,13.5719026,POINT (13.5719026 52.54542),"Mo 09:00-12:00, 16:00-20:00; Tu 09:00-12:00, 16:00-20:00; We 16:00-20:00; Th 09:00-12:00, 16:00-20:00; Fr 09:00-12:00, 16:00-20:00",phone: +49309340440; email: info@tierarztpraxis-vesmes.de; web: https://www.tierarztpraxis-vesmes.de,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2136188609,True
2303053618,,"Neumeisterstraße, 13585 Berlin",Spandau,11005005,Spandau,0501,re_ortsteil.0501,52.5477287,13.2022574,POINT (13.2022574 52.5477287),,,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2303053618,True
2332698000,Flick,"Lindenstraße, 12207 Berlin",Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4178034,13.3061609,POINT (13.3061609 52.4178034),Mo-Sa 17:00-19:00,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2332698000,True
2420872095,Dr. Wolfgang Hoffmann,"Wilhelmshavener Straße, 10551 Berlin",Mitte,11001001,Moabit,0102,re_ortsteil.0102,52.5286363,13.3412782,POINT (13.3412782 52.52863629999999),"Mo-Fr 10:00-12:00,15:00-18:00",,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2420872095,True
2444304869,Kleintierpraxis Dr. Jana Pohlenz,"Sabinensteig 15, 13053.0 Berlin",Lichtenberg,11011011,Alt-Hohenschönhausen,1110,re_ortsteil.1110,52.5490713,13.4937991,POINT (13.4937991 52.5490713),,web: http://www.kleintierpraxis-pohlenz.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2444304869,True
2444308316,Tierarzt Dr. Niels Lösch,"Am Faulen See 54, 13053.0 Berlin",Lichtenberg,11011011,Alt-Hohenschönhausen,1110,re_ortsteil.1110,52.5535045,13.49705,POINT (13.49705 52.5535045),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2444308316,True
2509134926,Praxis im Märchenviertel,"Janitzkystraße 11, 12555 Berlin",Treptow-Köpenick,11009009,Köpenick,0910,re_ortsteil.0910,52.4617784,13.5859364,POINT (13.5859364 52.4617784),"Mo 14:00-18:00, Tu,Th 09:00-12:00, We 15:00-19:00; PH off",phone: +49 30 6574725; email: tierarzt@tierpraxis-rudelt.de; web: http://www.tierpraxis-rudelt.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2509134926,True
2525117416,Medivet Berlin Pankow,"Pasewalker Straße 25, 13127.0 Berlin",Pankow,11003003,Französisch Buchholz,0310,re_ortsteil.0310,52.5883891,13.429743,POINT (13.429743 52.5883891),Mo-Fr 09:00-19:00; Sa 09:00-16:00; Su 11:00-13:00,phone: +49 30 47469232; web: https://www.medivetgroup.com/de-de/tierarzt/berlin-pankow,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2525117416,True
2674384521,Tierarztpraxis Tempelhof,"Eisenacher Straße, 12109 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,0704,re_ortsteil.0704,52.4478307,13.3865847,POINT (13.3865847 52.4478307),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2674384521,True
2746780787,Dr. med. vet. Jeanette Sagawe,"Steglitzer Damm 30, 12169.0 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,0601,re_ortsteil.0601,52.4505337,13.3410324,POINT (13.3410324 52.45053369999999),"Mo-Fr 09:00-13:00,16:00-20:00; Sa 10:00-16:00",phone: +49 30 7951435; email: info@tieraerzte-steglitz.de; web: https://www.tieraerzte-steglitz.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2746780787,True
2952593533,Bania,Kremnitzufer 2,Steglitz-Zehlendorf,11006006,Wannsee,0607,re_ortsteil.0607,52.396095,13.161149,POINT (13.161149 52.396095),,phone: +49308051172,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/2952593533,True
3065368552,Tierarztpraxis Dr. Koch,"Lichtenrader Damm 39, 12305.0 Berlin",Tempelhof-Schöneberg,11007007,Lichtenrade,0706,re_ortsteil.0706,52.4107877,13.403669,POINT (13.403669 52.4107877),"Mo,We,Fr 09:00-14:00; Tu,Th 15:00-20:00",phone: +49 30 67 03 76 57; email: koch@tierarztpraxis-koch.de; web: http://www.tierarztpraxis-koch.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3065368552,True
3080776284,Tierärzliche Praxis am Lützowufer,"Lützowufer 26, 10787.0 Berlin",Mitte,11001001,Tiergarten,0104,re_ortsteil.0104,52.5061832,13.3494203,POINT (13.3494203 52.5061832),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3080776284,True
3098125229,Kleintierpraxis in der Torstraße,"Torstraße, 10119 Berlin",Mitte,11001001,Mitte,0101,re_ortsteil.0101,52.5288283,13.4082068,POINT (13.4082068 52.52882829999998),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3098125229,True
3133634694,Praxis Tierzuliebe,"Edisonstraße 63, 12459.0 Berlin",Treptow-Köpenick,11009009,Oberschöneweide,0909,re_ortsteil.0909,52.4614933,13.5131144,POINT (13.5131144 52.4614933),"Mo,Tu,Th,Fr 10:00-18:00; Sa 10:00-14:00; Su 11:00-13:00",phone: +49 30 535 38 00; web: https://tierarztinberlin.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3133634694,True
3178164316,Dirk Trimpe,"Bahnhofstraße 3, 12159.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4699319,13.3395083,POINT (13.3395083 52.469931899999985),"Mo-Sa 10:00-12:30, Mo,Tu,Th,Fr 17:00-19:00",phone: +49 30 8521920; web: http://www.tierarztpraxis-trimpe.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3178164316,True
3284006061,Tierarztpraxis Andrea Reich,"Holländerstraße 95, 13407.0 Berlin",Mitte,11001001,Wedding,0105,re_ortsteil.0105,52.561957,13.353401,POINT (13.353401 52.561957),"Mo 10:00-18:00; Th,Fr 10:00-16:00; Tu 10:00-14:00; We 14:00-18:00",phone: +49304557051; web: https://www.tierarztpraxis-reinickendorf.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3284006061,True
3393786475,Tierarztpraxis,"Emstaler Platz, 13507 Berlin",Reinickendorf,11012012,Tegel,1202,re_ortsteil.1202,52.5769899,13.2792318,POINT (13.2792318 52.5769899),"Mo,We,Th 09:30-13:00; Tu,Fr 15:00-19:00; Sa 09:00-11:00",phone: +49 30 40534618,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3393786475,True
3444597275,Tierarztpraxis am Südkreuz,"Gustav-Müller-Straße 19, 10829.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4807694,13.3623013,POINT (13.3623013 52.4807694),"Mo-Fr 10:00-12:00, Mo,We 16:00-19:00, Tu,Th,Fr 16:00-18:00",web: https://www.tierarztpraxis-am-suedkreuz.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3444597275,True
3649210316,Tierarztpraxis an den Allee-Arcaden,"Greifenhagener Straße 45, 10437.0 Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5496022,13.4168501,POINT (13.4168501 52.5496022),"Mo,Tu,Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00",phone: +49 30 30361381; web: https://www.tierarztpraxis-allee-arcaden.de/,limited – Mobile Rampe vorhanden; bei Bedarf klingeln,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3649210316,True
3694035418,Tierarztpraxis Dr. med. vet. Gerald Schmid,"Eisenacher Straße 40, 10781.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4897742,13.3488645,POINT (13.3488645 52.4897742),"Mo-We,Fr 10:00-14:00; Th 15:00-18:00",phone: +49 30 211 17 79; web: http://doctor-dolittle.de,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3694035418,True
3754655246,Tierarzt Dr. Ferencz,"Elberfelder Straße 3, 10555.0 Berlin",Mitte,11001001,Moabit,0102,re_ortsteil.0102,52.5241824,13.3359576,POINT (13.3359576 52.5241824),"""'Weiter Terminsprechstunde. Bitte rufen Sie an 030-3988 9278'""",web: http://www.tierarztpraxis-moabit.de,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3754655246,True
3786067403,Tierarztpraxis Tierlieb,"Preußenallee 40, 14052.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Westend,0405,re_ortsteil.0405,52.5154998,13.2608183,POINT (13.2608183 52.5154998),"Mo-Fr 09:00-13:00, Mo,Tu,Th 14:00-18:00; Sa 09:30-11:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3786067403,True
3826013974,Tierarztpraxis am Nollendorfplatz,"Nollendorfstraße 20, 10777.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4976524,13.3504475,POINT (13.3504475 52.4976524),"Mo-Tu 10:00-12:00,17:00-19:00; We 17:00-19:00; Th 10:00-12:00,16:00-18:00; Fr 10:00-14:00; Sa ""by appointment""",phone: +49 30 2167711; web: http://hund-katze-vogel.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3826013974,True
3905732054,Tierarztpraxis Tobias Krause,"Sedanstraße, 12167 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,0601,re_ortsteil.0601,52.4459974,13.3307775,POINT (13.3307775 52.44599739999999),"Mo-Fr 09:30-12:00,16:30-19:00; Sa 10:00-12:00",phone: +49 30 91443116; email: tierarzt@ta-krause.de; web: http://www.ta-krause.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3905732054,True
3906998156,Tierheilpraxis Kreuzberg,"Warschauer Straße 29, 10243.0 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5097882,13.4509749,POINT (13.4509749 52.5097882),"Mo,We,Fr 11:00-17:00; Tu,Th 14:00-20:00",,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3906998156,True
3911381119,Katharina Andreas,"Hampsteadstraße 7, 14167.0 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.433136,13.2749799,POINT (13.2749799 52.433136),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/3911381119,True
4014948628,Tierarztpraxis am Wildrosengehölz,"Hönower Straße 263, Berlin",Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,re_ortsteil.1004,52.5278578,13.6243765,POINT (13.6243765 52.5278578),"Mo-Sa 08-20, So (Notfall) 10-16",phone: +49 30 99285501; email: info@tierarztpraxis-mahlsdorf.de; web: https://www.tierarztpraxis-mahlsdorf.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4014948628,True
